League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
ligue-1,Dijon,Lyon,"['22' Goal_Away - Paqueta L.(Ekambi K.)', '61' Yellow_Home - Chouiar M.(Nadmierna ostrość)', '74' Yellow_Home - Coulibaly S.(Nadmierna ostrość)']",23,03.02.2021,21:00,0.0,1.0,0.0,1.0,Away,10.0,5.25,1.35,1.35,False,False,False,False,False,False,False,False,2.0,1.0,1.0,37%,63%,14.0,16.0,2.0,8.0,100.0,137.0,41.0,62.0,10.0,5.0,2.0,3.0,12.0,17.0,1.0,6.0,1.0,0.0,,,7.0,2.0,15.0,12.0,2.0,0.0,https://www.flashscore.com/match/IqknQaLT/#/match-summary/match-summary
fortuna-1-liga,Górnik Polkowice,Sandecja Nowy Sącz,"['11' Goal_Away - Szczepanek B.', '52' Goal_Away - Sovsic D.', '65' Yellow_Away - Kobryń R.', '75' Yellow_Home - Karmelita R.', '77' Red_Card_Away - Żółta kartka / Kobryń R.', '80' Yellow_Home - Krakowski D.']",2,07.08.2021,18:00,0.0,2.0,0.0,1.0,Away,2.5,3.26,2.99,2.99,False,False,False,True,False,False,False,False,0.0,0.0,0.0,67%,33%,21.0,7.0,6.0,4.0,70.0,31.0,48.0,21.0,10.0,3.0,5.0,0.0,16.0,7.0,11.0,1.0,0.0,0.0,,,2.0,6.0,7.0,16.0,2.0,2.0,https://www.flashscore.com/match/C0HfWf64/#/match-summary/match-summary
eredivisie,Sparta Rotterdam,Zwolle,"['03' Goal_Home - Auassar A.(van Crooij V.)', '24' Goal_Home - van Crooij V.(Namli Y.)', '57' Yellow_Away - Clement P.(Niesportowe zachowanie)', '57' Yellow_Home - Abels D.(Niesportowe zachowanie)', '63' Yellow_Home - Thy L.(Niesportowe zachowanie)']",33,11.05.2022,20:00,2.0,0.0,2.0,0.0,Home,2.45,3.35,3.0,2.45,False,False,True,False,False,False,False,False,0.0,7.0,-7.0,32%,68%,6.0,22.0,2.0,3.0,73.0,142.0,38.0,100.0,3.0,12.0,1.0,7.0,9.0,6.0,4.0,13.0,2.0,0.0,18.0,17.0,3.0,0.0,8.0,10.0,2.0,1.0,https://www.flashscore.com/match/pK0PWd5F/#/match-summary/match-summary
fortuna-1-liga,GKS Tychy,Olimpia Grudziądz,"['10' Goal_Home - Biernat M.', '16' Yellow_Home - Szeliga B.', '30' Yellow_Away - Frelek D.', '45+1' Yellow_Home - Kristo D.', '50' Goal_Home - Grzeszczyk L.', '81' Yellow_Away - Szywacz R.', '87' Goal_Away - Haydary O.', '90' Yellow_Home - Biernat M.', '90+1' Goal_Away - Penalty Haydary O.(Penalty )', '90+4' Goal_Away - Joao Criciuma']",11,28.09.2019,17:00,2.0,3.0,1.0,0.0,Away,1.82,3.61,4.55,4.55,True,True,True,False,True,False,False,True,0.0,0.0,0.0,43%,57%,15.0,18.0,5.0,6.0,86.0,99.0,53.0,65.0,9.0,9.0,1.0,3.0,13.0,14.0,11.0,7.0,2.0,1.0,,,3.0,3.0,13.0,12.0,3.0,2.0,https://www.flashscore.com/match/hKC31gj9/#/match-summary/match-summary
jupiler-league,St. Truiden,Oostende,"['34' Yellow_Away - Bataille J.', '53' Yellow_Home - De Ridder S.', '56' Goal_Home - Suzuki Y.(Goncalves Sousa A.)', '57' Yellow_Away - Sane V.', '78' Yellow_Away - Skulason A.']",14,02.11.2019,20:00,1.0,0.0,0.0,0.0,Home,2.0,3.8,3.5,2.0,False,False,False,False,False,False,False,False,3.0,3.0,0.0,60%,40%,5.0,10.0,2.0,6.0,115.0,81.0,71.0,59.0,3.0,4.0,,,17.0,14.0,4.0,6.0,5.0,0.0,35.0,21.0,6.0,1.0,9.0,16.0,1.0,3.0,https://www.flashscore.com/match/EeIkraZt/#/match-summary/match-summary
ligue-1,Lyon,Dijon,"['01' Goal_Home - Terrier M.(Cornet M.)', '03' Goal_Away - Said W.(Tavares J.)', '07' Own_Away - Marcelo()', '65' Own_Away - Rafael()', '79' Yellow_Away - Lautoa W.(Zagranie ręką)', '87' Yellow_Home - Depay M.(Faul)', '90' Yellow_Away - Marie J.(Podcięcie)']",31,06.04.2019,17:00,1.0,3.0,1.0,2.0,Away,1.19,7.8,16.0,16.0,True,True,True,True,False,False,False,False,2.0,6.0,-4.0,63%,37%,27.0,8.0,6.0,4.0,126.0,96.0,55.0,22.0,14.0,2.0,7.0,2.0,18.0,14.0,8.0,3.0,0.0,1.0,,,1.0,5.0,14.0,17.0,1.0,2.0,https://www.flashscore.com/match/feapSZQb/#/match-summary/match-summary
2-bundesliga,Braunschweig,Osnabruck,"['03' Goal_Away - Kerk S.', '17' Yellow_Away - Taffertshofer U.', '40' Yellow_Away - Reis L.', '44' Yellow_Home - Burmeister F.', '50' Yellow_Home - Abdullahi S.', '59' Yellow_Away - Trapp M.', '65' Goal_Away - Multhaup M.']",11,13.12.2020,13:30,0.0,2.0,0.0,1.0,Away,2.95,3.3,2.5,2.5,False,False,False,True,False,False,False,False,0.0,0.0,0.0,48%,52%,5.0,14.0,0.0,10.0,122.0,98.0,37.0,42.0,5.0,4.0,,,20.0,16.0,2.0,4.0,2.0,0.0,25.0,29.0,8.0,0.0,14.0,20.0,2.0,3.0,https://www.flashscore.com/match/jmAgDbec/#/match-summary/match-summary
ligue-1,Angers,Nimes,"['34' Yellow_Away - Fomba L.(Faul)', '45+2' Yellow_Home - Bamba A. K.(Nadmierna ostrość)', '67' Goal_Home - Mangani T.', '69' Yellow_Home - Pellenard T.(Faul)']",14,23.11.2019,20:00,1.0,0.0,0.0,0.0,Home,1.91,3.5,4.3,1.91,False,False,False,False,False,False,False,False,7.0,2.0,5.0,43%,57%,21.0,10.0,7.0,2.0,128.0,145.0,52.0,39.0,9.0,6.0,5.0,2.0,10.0,14.0,3.0,2.0,1.0,4.0,,,2.0,6.0,12.0,6.0,2.0,1.0,https://www.flashscore.com/match/6ytJMlRD/#/match-summary/match-summary
laliga,Huesca,Valencia,"['02' Goal_Away - Wass D.(Gabriel Paulista)', '16' Goal_Away - Rodrigo(Mina S.)', '20' Goal_Away - Mina S.(Guedes G.)', '29' Yellow_Away - Coquelin F.(Nadmierna ostrość)', '30' Yellow_Home - Avila C.(Nadmierna ostrość)', '32' Goal_Away - Mina S.(Wass D.)', '40' Own_Away - Etxeita X.()', '51' Goal_Away - Rodrigo(Mina S.)', '66' Goal_Home - Melero G.', '85' Yellow_Home - FaulRivera C.(Faul)', '90+2' Goal_Home - Gallar A.(Penalty )']",36,05.05.2019,20:45,2.0,6.0,0.0,5.0,Away,4.2,3.9,1.88,1.88,True,True,False,True,False,False,True,False,5.0,2.0,3.0,51%,49%,24.0,10.0,4.0,7.0,119.0,75.0,72.0,34.0,15.0,2.0,5.0,1.0,8.0,10.0,7.0,5.0,0.0,0.0,,,1.0,2.0,10.0,9.0,2.0,1.0,https://www.flashscore.com/match/G2LUCiKe/#/match-summary/match-summary
league-two,Harrogate,Walsall,"['09' Yellow_Home - Sheron N.', '23' Yellow_Away - Kinsella L.', '60' Goal_Away - Penalty Wilkinson C.(Penalty )', '69' Yellow_Home - Richards L.', '77' Yellow_Away - White H.', '80' Yellow_Home - Diamond J.', '87' Yellow_Away - Wilkinson C.', '88' Yellow_Away - Rodney D.', '90+2' Yellow_Home - Thomson G.', '90+4' Goal_Home - Kavanagh C.(Diamond J.)']",38,19.03.2022,16:00,1.0,1.0,0.0,0.0,Draw,2.9,3.05,2.5,3.05,False,False,False,False,False,False,True,False,0.0,0.0,0.0,51%,49%,13.0,11.0,5.0,2.0,122.0,104.0,45.0,41.0,5.0,5.0,3.0,4.0,19.0,13.0,5.0,3.0,4.0,1.0,19.0,21.0,1.0,4.0,11.0,18.0,4.0,4.0,https://www.flashscore.com/match/l0w9fL2h/#/match-summary/match-summary
bundesliga,1. FC Koeln,TSG Hoffenheim,"['15' Yellow_Home - Czichos R.(Podcięcie)', '30' Yellow_Away - Skov R.(Podcięcie)', '34' Goal_Home - Cordoba J.(Schaub L.)', '45+1' Yellow_Away - Rudy S.(Nadmierna ostrość)', '48' Goal_Away - Adamyan S.(Rudy S.)', '80' Yellow_Home - Bornauw S.(Podcięcie)', '86' Yellow_Away - Locadia J.(Uderzenie łokciem)', '90+7' Yellow_Home - Hector J.(Podcięcie)', '90+8' Goal_Away - Locadia J.(Penalty )', '90+8' Yellow_Home - Cordoba J.(Niesportowe zachowanie)']",11,08.11.2019,20:30,1.0,2.0,1.0,0.0,Away,2.4,3.75,2.92,2.92,True,False,False,False,False,True,False,True,5.0,5.0,0.0,46%,54%,11.0,15.0,3.0,5.0,104.0,88.0,59.0,49.0,4.0,6.0,4.0,4.0,14.0,20.0,5.0,7.0,0.0,0.0,0.0,2.0,3.0,2.0,21.0,14.0,4.0,3.0,https://www.flashscore.com/match/KMjXO9DM/#/match-summary/match-summary
jupiler-league,Antwerp,Anderlecht,"['09' Yellow_Away - Arnstad K.(Nadmierna ostrość)', '10' Goal_Away - Amuzu F.(Zirkzee J.)', '28' Yellow_Away - Kouame C.(Uderzenie łokciem)', '48' Goal_Away - Zirkzee J.(Kouame C.)', '53' Goal_Away - Amuzu F.(Kouame C.)', '54' Goal_Away - Amuzu F.(Kouame C.)', '59' Yellow_Home - Benson M.(Nadmierna ostrość)', '82' Yellow_Home - Gerkens P.(Przytrzymywanie)']",Championship Group,08.05.2022,18:30,0.0,4.0,0.0,1.0,Away,3.0,3.45,2.4,2.4,True,True,False,True,False,True,False,False,4.0,2.0,2.0,44%,56%,11.0,7.0,3.0,4.0,125.0,70.0,41.0,29.0,6.0,3.0,2.0,0.0,15.0,10.0,4.0,4.0,1.0,3.0,22.0,9.0,0.0,3.0,9.0,15.0,2.0,2.0,https://www.flashscore.com/match/G6uQU3Tb/#/match-summary/match-summary
bundesliga,Düsseldorf,Hannover,"['37' Yellow_Away - Prib E.(Podcięcie)', '56' Goal_Home - Hennings R.(Raman B.)', '60' Goal_Home - Karaman K.', '73' Yellow_Home - Ayhan K.(Przytrzymywanie)', '78' Goal_Away - Muller N.', '86' Yellow_Home - Stoger K.(Nadmierna ostrość)']",34,18.05.2019,15:30,2.0,1.0,0.0,0.0,Home,1.35,6.2,7.8,1.35,True,False,False,False,False,False,False,False,9.0,7.0,2.0,53%,47%,15.0,14.0,7.0,3.0,85.0,115.0,42.0,47.0,6.0,8.0,2.0,3.0,11.0,15.0,2.0,7.0,2.0,2.0,,,2.0,5.0,13.0,9.0,2.0,1.0,https://www.flashscore.com/match/zXPvhs8Q/#/match-summary/match-summary
eredivisie,Zwolle,Twente,"['15' Goal_Away - Limnios D.', '39' Goal_Away - Ugalde M.(Sadilek M.)', '52' Goal_Away - Misidjan V.', '89' Goal_Home - Lagsir S.(Reijnders E.)']",17,18.12.2021,21:00,1.0,3.0,0.0,2.0,Away,3.45,3.25,2.22,2.22,True,True,False,True,False,False,False,False,6.0,3.0,3.0,57%,43%,13.0,7.0,2.0,4.0,126.0,117.0,55.0,33.0,6.0,1.0,5.0,2.0,9.0,18.0,8.0,3.0,1.0,1.0,30.0,33.0,1.0,1.0,16.0,8.0,,,https://www.flashscore.com/match/tEpjhzcC/#/match-summary/match-summary
premier-league,Wolves,Brighton,"['21' Yellow_Home - Coady C.(Faul)', '33' Penalty_Missed_Away - Mac Allister A.()', '42' Goal_Away - Mac Allister A.(Penalty )', '60' Yellow_Away - Cucurella M.(Nadmierna ostrość)', '70' Goal_Away - Trossard L.(Welbeck D.)', '72' Yellow_Home - Hwang Hee-Chan(Podcięcie)', '86' Goal_Away - Bissouma Y.']",35,30.04.2022,16:00,0.0,3.0,0.0,1.0,Away,2.8,3.05,2.9,2.9,True,False,False,False,False,False,False,False,2.0,2.0,0.0,49%,51%,11.0,17.0,1.0,9.0,85.0,116.0,34.0,52.0,5.0,4.0,5.0,4.0,4.0,5.0,7.0,3.0,1.0,1.0,15.0,20.0,6.0,1.0,6.0,4.0,2.0,1.0,https://www.flashscore.com/match/YPbv08It/#/match-summary/match-summary
league-two,Port Vale,Bristol Rovers,"['02' Goal_Home - Proctor J.(Charsley H.)', '08' Yellow_Away - Taylor C.', '10' Goal_Away - Anderson E.(Coutts P.)', '22' Yellow_Away - Anderson H.', '32' Goal_Away - Connolly J.(Evans A.)', '45' Yellow_Away - Coutts P.', '47' Yellow_Home - Hall C.', '49' Yellow_Home - Benning M.', '51' Yellow_Away - Grant J.', '77' Yellow_Away - Finley S.', '90+4' Goal_Away - Loft R.(Finley S.)', '90+5' Yellow_Away - Loft R.']",43,18.04.2022,16:00,1.0,3.0,1.0,2.0,Away,2.27,3.1,3.3,3.3,True,True,True,True,False,False,False,True,0.0,0.0,0.0,49%,51%,12.0,10.0,2.0,4.0,111.0,78.0,52.0,28.0,4.0,4.0,6.0,2.0,5.0,15.0,6.0,4.0,1.0,0.0,27.0,24.0,1.0,1.0,16.0,7.0,2.0,6.0,https://www.flashscore.com/match/CKwdTcMq/#/match-summary/match-summary
laliga2,Las Palmas,Fuenlabrada,"['10' Yellow_Away - Fuentes A.', '34' Goal_Home - Jese(Clemente O.)', '41' Yellow_Away - Valentin P.', '43' Goal_Home - Penalty Jese(Penalty )', '45+1' Yellow_Away - Oltra J.(Poza boiskiem)', '46' Yellow_Home - Curbelo E.', '51' Red_Card_Away - Żółta kartka / Dieguez A.', '51' Yellow_Away - Dieguez A.', '60' Yellow_Home - Ramirez B.', '70' Yellow_Home - Lemos A.', '76' Yellow_Away - Cristobal', '79' Goal_Away - Zozulya R.(Salvador I.)', '90' Var_Home', '90+5' Yellow_Away - Molina A.', '90+6' Yellow_Home - Gonzalez F.']",14,03.11.2021,21:15,2.0,1.0,2.0,0.0,Home,1.74,3.3,5.6,1.74,True,False,False,False,False,False,False,False,0.0,0.0,0.0,70%,30%,15.0,6.0,8.0,3.0,110.0,88.0,35.0,32.0,5.0,3.0,2.0,0.0,,,7.0,4.0,4.0,1.0,,,2.0,6.0,12.0,21.0,4.0,6.0,https://www.flashscore.com/match/0fPcNnse/#/match-summary/match-summary
championship,Bournemouth,QPR,"['10' Yellow_Home - Zemura J.', '12' Goal_Home - Anthony J.', '37' Goal_Home - Solanke D.(Anthony J.)', '45' Yellow_Away - Johansen S.', '45' Yellow_Home - Brooks D.', '57' Goal_Away - McCallum S.', '72' Yellow_Away - Willock C.', '87' Yellow_Home - Pearson B.', '90+1' Yellow_Home - Billing P.', '90+4' Yellow_Away - Barbet Y.', '90+4' Yellow_Home - Smith A.']",7,14.09.2021,20:45,2.0,1.0,2.0,0.0,Home,1.84,3.9,4.2,1.84,True,False,True,False,False,False,False,False,2.0,2.0,0.0,41%,59%,10.0,15.0,4.0,6.0,89.0,90.0,39.0,48.0,3.0,4.0,3.0,5.0,9.0,24.0,3.0,6.0,2.0,2.0,14.0,18.0,5.0,2.0,21.0,7.0,5.0,3.0,https://www.flashscore.com/match/SIIiX8S1/#/match-summary/match-summary
laliga2,R. Sociedad B,Cartagena,"['44' Yellow_Away - Alcala P.', '49' Goal_Away - Castro R.(Gallar A.)', '53' Goal_Home - Lopez R.(Martin A.)', '56' Yellow_Home - Martin A.', '83' Goal_Away - Dauda M.(Delmas J.)']",24,24.01.2022,21:00,1.0,2.0,0.0,0.0,Away,2.5,3.15,2.95,2.95,True,False,False,False,False,True,False,False,0.0,0.0,0.0,45%,55%,11.0,14.0,4.0,6.0,122.0,101.0,43.0,44.0,6.0,5.0,1.0,3.0,,,2.0,5.0,1.0,4.0,,,4.0,3.0,9.0,12.0,1.0,1.0,https://www.flashscore.com/match/fBVAlvbp/#/match-summary/match-summary
ligue-1,Nantes,Marsylia,"['32' Yellow_Home - Traore C.(Podcięcie)', '43' Yellow_Home - Castelletto J.(Faul)', '50' Goal_Home - Blas L.', '69' Goal_Away - Payet D.(Nagatomo Y.)', '74' Yellow_Home - Chirivella P.(Podcięcie)', '88' Yellow_Away - Gonzalez A.(Podcięcie)', '88' Yellow_Home - Niesportowe zachowanieBamba K.(Niesportowe zachowanie)', '90+3' Red_Card_Away - Sakai H.(Nadmierna ostrość)']",26,20.02.2021,17:00,1.0,1.0,0.0,0.0,Draw,2.6,3.16,3.1,3.16,False,False,False,False,True,False,False,False,3.0,3.0,0.0,34%,66%,6.0,7.0,1.0,3.0,100.0,137.0,33.0,29.0,4.0,4.0,1.0,0.0,17.0,13.0,2.0,1.0,2.0,3.0,,,2.0,0.0,11.0,15.0,4.0,1.0,https://www.flashscore.com/match/UH1aLGY8/#/match-summary/match-summary
serie-b,Chievo,Pisa,"['03' Goal_Home - Garritano L.', '12' Yellow_Home - Palmiero L.', '19' Yellow_Home - Fabbro M.', '34' Yellow_Away - Pisano E.', '44' Yellow_Away - Marsura D.', '59' Yellow_Away - Siega N.', '62' Yellow_Home - Cotali M.', '71' Goal_Home - De Luca M.(Cotali M.)', '84' Yellow_Away - De Vitis A.']",33,12.04.2021,19:00,2.0,0.0,1.0,0.0,Home,1.96,3.26,4.15,1.96,False,False,True,False,False,False,False,False,0.0,0.0,0.0,42%,58%,10.0,9.0,5.0,1.0,76.0,153.0,37.0,57.0,4.0,7.0,1.0,1.0,,,5.0,7.0,0.0,0.0,,,1.0,3.0,17.0,21.0,3.0,4.0,https://www.flashscore.com/match/bkiw1cGi/#/match-summary/match-summary
serie-b,Brescia,Salernitana,"['02' Goal_Home - Van de Looi T.', '20' Goal_Home - Spalek N.', '35' Yellow_Home - Ragusa A.', '42' Goal_Away - Penalty Tutino G.(Penalty )', '47' Yellow_Away - Di Tacchio F.', '61' Yellow_Away - Anderson A.', '72' Yellow_Home - Dessena D.', '75' Goal_Home - Bjarnason B.']",11,12.12.2020,14:00,3.0,1.0,2.0,1.0,Home,2.12,3.05,3.85,2.12,True,True,True,False,False,False,False,False,0.0,0.0,0.0,59%,41%,21.0,7.0,8.0,2.0,128.0,94.0,35.0,55.0,7.0,2.0,6.0,3.0,,,9.0,6.0,2.0,1.0,,,1.0,5.0,10.0,14.0,2.0,2.0,https://www.flashscore.com/match/EizhKjQR/#/match-summary/match-summary
bundesliga,RB Lipsk,Bayern Monachium,"['03' Goal_Away - Lewandowski R.(Mueller T.)', '26' Yellow_Away - Lewandowski R.(Nadmierna ostrość)', '26' Yellow_Home - Halstenberg M.(Niesportowe zachowanie)', '45+3' Goal_Home - Forsberg E.(Penalty )', '57' Yellow_Away - Boateng J.(Nadmierna ostrość)', '78' Yellow_Home - Nkunku C.(Podcięcie)', '80' Yellow_Home - Laimer K.(Uderzenie łokciem)', '90+2' Yellow_Home - Sabitzer M.(Niesportowe zachowanie)']",4,14.09.2019,18:30,1.0,1.0,1.0,1.0,Draw,4.25,4.22,1.81,4.22,False,False,False,True,True,False,False,False,5.0,1.0,4.0,32%,68%,12.0,14.0,6.0,7.0,82.0,164.0,42.0,68.0,3.0,6.0,3.0,1.0,6.0,12.0,3.0,6.0,1.0,2.0,,,6.0,5.0,11.0,4.0,4.0,2.0,https://www.flashscore.com/match/YDbhtHs4/#/match-summary/match-summary
fortuna-1-liga,Górnik Łęczna,Puszcza Niepołomice,"['23' Yellow_Away - Rakoczy M.', '57' Yellow_Home - Cierpka A.']",25,17.04.2021,12:40,0.0,0.0,0.0,0.0,Draw,2.0,3.45,4.05,3.45,False,False,False,False,False,False,False,False,0.0,0.0,0.0,56%,44%,9.0,8.0,1.0,2.0,116.0,90.0,40.0,50.0,7.0,4.0,1.0,2.0,20.0,22.0,1.0,7.0,1.0,4.0,,,2.0,1.0,21.0,16.0,1.0,1.0,https://www.flashscore.com/match/rDcVcrUG/#/match-summary/match-summary
serie-b,Parma,Lecce,"['27' Yellow_Away - Blin A.', '28' Yellow_Home - Tutino G.', '36' Yellow_Away - Coda M.', '43' Yellow_Home - Danilo', '61' Yellow_Home - Cobbaut E.', '84' Yellow_Home - Vazquez F.']",31,19.03.2022,14:00,0.0,0.0,0.0,0.0,Draw,2.8,3.25,2.5,3.25,False,False,False,False,False,False,False,False,0.0,0.0,0.0,54%,46%,11.0,12.0,3.0,4.0,105.0,91.0,56.0,44.0,5.0,4.0,3.0,4.0,,,5.0,5.0,3.0,2.0,,,4.0,3.0,13.0,28.0,4.0,2.0,https://www.flashscore.com/match/dEMn1d0t/#/match-summary/match-summary
fortuna-1-liga,Bruk-Bet T.,Miedź Legnica,"['17' Yellow_Away - Mijuskovic N.', '47' Yellow_Home - Wlazlo P.', '64' Goal_Away - Pikk A.', '84' Yellow_Home - De Amo J.', '87' Yellow_Home - Mikovic M.']",10,21.09.2019,20:00,0.0,1.0,0.0,0.0,Away,2.55,3.22,2.9,2.9,False,False,False,False,False,False,False,False,0.0,0.0,0.0,56%,44%,11.0,14.0,2.0,5.0,83.0,78.0,42.0,42.0,7.0,5.0,2.0,4.0,20.0,21.0,6.0,2.0,0.0,2.0,,,4.0,2.0,21.0,18.0,3.0,1.0,https://www.flashscore.com/match/tMrFfNHd/#/match-summary/match-summary
league-two,Newport,Exeter,"['71' Yellow_Home - Demetriou M.', '72' Goal_Away - Dieng T.(Sparkes J.)', '83' Yellow_Home - Willmott R.', '90+3' Yellow_Home - Norman C.']",40,02.04.2022,16:00,0.0,1.0,0.0,0.0,Away,2.55,3.1,2.85,2.85,False,False,False,False,False,False,False,False,0.0,0.0,0.0,52%,48%,11.0,10.0,3.0,3.0,108.0,114.0,71.0,40.0,3.0,5.0,5.0,2.0,9.0,10.0,6.0,5.0,1.0,0.0,38.0,37.0,2.0,3.0,11.0,10.0,3.0,0.0,https://www.flashscore.com/match/ABFzMLcJ/#/match-summary/match-summary
laliga2,Leganes,Gijon,"['17' Yellow_Home - Giraudon J.', '19' Yellow_Away - Garcia P.', '30' Yellow_Away - Berrocal J.', '38' Goal_Away - Rodriguez J.(Djurdjevic U.)', '52' Goal_Home - Pardo R.', '76' Yellow_Home - Javi Hernandez', '89' Yellow_Away - Gragera J.', '90+2' Yellow_Home - Gonzalez S.']",32,20.03.2022,18:15,1.0,1.0,0.0,1.0,Draw,2.01,3.1,4.3,3.1,False,False,False,False,False,False,False,False,0.0,0.0,0.0,68%,32%,15.0,10.0,3.0,3.0,152.0,69.0,69.0,14.0,7.0,5.0,5.0,2.0,23.0,12.0,5.0,3.0,1.0,2.0,24.0,11.0,2.0,2.0,11.0,22.0,3.0,3.0,https://www.flashscore.com/match/phQRj9zr/#/match-summary/match-summary
premier-league,Everton,Sheffield Utd,"['16' Yellow_Away - Norwood O.(Podcięcie)', '21' Yellow_Away - Baldock G.(Bójka)', '21' Yellow_Away - Henderson D.(Niesportowe zachowanie)', '21' Yellow_Home - Bernard(Bójka)', '40' Own_Away - Mina Y.()', '79' Goal_Away - Mousset L.(Lundstram J.)']",6,21.09.2019,16:00,0.0,2.0,0.0,1.0,Away,1.76,3.7,5.3,5.3,False,False,False,False,False,False,False,False,3.0,3.0,0.0,70%,30%,16.0,2.0,3.0,1.0,150.0,49.0,97.0,34.0,6.0,1.0,7.0,0.0,10.0,10.0,12.0,3.0,1.0,1.0,,,0.0,3.0,9.0,9.0,1.0,3.0,https://www.flashscore.com/match/xpER1kZQ/#/match-summary/match-summary
bundesliga,RB Lipsk,TSG Hoffenheim,"['46' Yellow_Away - Posch S.(Nadmierna ostrość)', '79' Yellow_Away - Baumgartner C.(Przytrzymywanie)', '90+5' Var_Home']",29,16.04.2021,20:30,0.0,0.0,0.0,0.0,Draw,1.34,5.5,8.5,5.5,False,False,False,False,False,False,False,False,3.0,7.0,-4.0,59%,41%,14.0,6.0,2.0,0.0,167.0,82.0,60.0,36.0,12.0,6.0,,,15.0,19.0,4.0,1.0,5.0,2.0,24.0,15.0,0.0,2.0,14.0,13.0,0.0,2.0,https://www.flashscore.com/match/hKKQTS6l/#/match-summary/match-summary
league-one,Ipswich,Doncaster,"['05' Yellow_Home - Burgess C.', '13' Goal_Home - Bonne M.(Burns W.)', '31' Goal_Home - Evans L.', '36' Yellow_Away - Dodoo J.', '58' Yellow_Away - Smith M.', '70' Goal_Home - Evans L.(Celina B.)', '73' Goal_Home - Bonne M.(Celina B.)', '76' Goal_Home - Evans L.(Burns W.)', '80' Goal_Home - Edmundson G.(Evans L.)']",10,28.09.2021,20:45,6.0,0.0,2.0,0.0,Home,1.6,3.8,5.7,1.6,True,True,True,False,False,False,False,False,0.0,0.0,0.0,67%,33%,11.0,1.0,7.0,1.0,129.0,83.0,40.0,21.0,3.0,0.0,1.0,0.0,8.0,8.0,8.0,0.0,2.0,0.0,37.0,30.0,1.0,1.0,6.0,11.0,1.0,2.0,https://www.flashscore.com/match/0Uc7zkmg/#/match-summary/match-summary
league-two,Crawley,Swindon,"['29' Goal_Home - Appiah K.(Tilley J.)', '50' Goal_Away - Davison J.(Williams J.)', '56' Yellow_Away - Williams J.', '59' Yellow_Home - Francillette L.', '65' Yellow_Away - Odimayo A.', '72' Goal_Home - Nichols T.', '84' Yellow_Home - Marshall M.', '90+1' Goal_Home - Hutchinson I.(Marshall M.)']",38,19.03.2022,16:00,3.0,1.0,1.0,0.0,Home,2.95,3.25,2.32,2.95,True,True,False,False,False,True,True,False,0.0,0.0,0.0,36%,64%,12.0,20.0,7.0,7.0,91.0,111.0,36.0,50.0,4.0,8.0,1.0,5.0,10.0,19.0,3.0,5.0,1.0,1.0,23.0,28.0,6.0,4.0,18.0,10.0,2.0,2.0,https://www.flashscore.com/match/6yl4e1mn/#/match-summary/match-summary
eredivisie,Sparta Rotterdam,Willem II,"['14' Yellow_Away - Oosting T.(Nadmierna ostrość)', '33' Yellow_Home - Vriends B.(Podcięcie)', '59' Goal_Home - Namli Y.(van Crooij V.)', '59' Yellow_Away - Wellenreuther T.(Niesportowe zachowanie)']",22,13.02.2022,12:15,1.0,0.0,0.0,0.0,Home,1.92,3.6,4.0,1.92,False,False,False,False,False,False,False,False,0.0,1.0,-1.0,48%,52%,14.0,5.0,6.0,0.0,121.0,113.0,25.0,34.0,3.0,5.0,5.0,0.0,19.0,19.0,2.0,1.0,3.0,6.0,34.0,22.0,0.0,5.0,15.0,13.0,1.0,2.0,https://www.flashscore.com/match/Qw4UBtBa/#/match-summary/match-summary
championship,Barnsley,Middlesbrough,"['07' Goal_Home - Andersen M.(Bassi A.)', '16' Goal_Home - Bassi A.(Morris C.)', '54' Goal_Home - Bassi A.(Morris C.)', '61' Goal_Away - Penalty Sporar A.(Penalty )', '62' Yellow_Home - Vita R.', '72' Yellow_Home - Kitching L.', '79' Yellow_Home - Collins B.', '90+5' Own_Away - Kitching L.()']",35,26.02.2022,16:00,3.0,2.0,2.0,0.0,Home,4.3,3.35,1.92,4.3,True,True,True,False,False,False,False,False,4.0,5.0,-1.0,32%,68%,7.0,16.0,5.0,4.0,80.0,131.0,29.0,85.0,1.0,8.0,1.0,4.0,15.0,13.0,2.0,12.0,2.0,3.0,23.0,25.0,2.0,2.0,14.0,12.0,3.0,0.0,https://www.flashscore.com/match/hQJFr6Jn/#/match-summary/match-summary
