League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
serie-b,Frosinone,Monza,"['17' Goal_Home - Iemmello P.(Maiello R.)', '19' Goal_Away - Paletta G.(Bellusci G.)', '31' Yellow_Home - Gori M.', '34' Yellow_Home - Salvi A.', '43' Goal_Away - Gytkjaer C.(Scozzarella M.)', '47' Goal_Home - Salvi A.(Vitale L.)', '50' Yellow_Home - Maiello R.', '65' Yellow_Away - Bellusci G.', '72' Yellow_Away - Diaw D.', '72' Yellow_Home - Vitale L.', '75' Yellow_Away - Maric M.']",26,02.03.2021,17:00,2.0,2.0,1.0,2.0,Draw,3.15,2.95,2.48,2.95,True,True,False,False,True,False,False,False,0.0,0.0,0.0,50%,50%,18.0,12.0,9.0,4.0,99.0,115.0,53.0,39.0,5.0,3.0,4.0,5.0,,,5.0,2.0,2.0,0.0,,,2.0,7.0,15.0,20.0,4.0,3.0,https://www.flashscore.com/match/OIyMmmQT/#/match-summary/match-summary
ligue-1,Strasbourg,Nimes,"['08' Yellow_Home - Aholou J.(Podcięcie)', '36' Goal_Home - Ajorque L.', '38' Goal_Home - Diallo H.(Aholou J.)', '45+1' Goal_Home - Lala K.(Penalty )', '51' Goal_Home - Ajorque L.(Caci A.)', '57' Yellow_Away - Deaux L.(Faul)', '58' Penalty_Missed_Home - Ajorque L.()', '89' Yellow_Away - Fomba L.(Zagranie ręką)', '90' Goal_Home - Majeed W.(Penalty )']",18,06.01.2021,19:00,5.0,0.0,3.0,0.0,Home,1.52,4.4,6.4,1.52,True,True,False,False,True,False,True,False,5.0,6.0,-1.0,59%,41%,21.0,6.0,12.0,2.0,125.0,75.0,72.0,31.0,5.0,1.0,4.0,3.0,4.0,12.0,10.0,5.0,0.0,0.0,,,2.0,7.0,12.0,6.0,1.0,2.0,https://www.flashscore.com/match/Am9MKOQ0/#/match-summary/match-summary
super-lig,Fenerbahce,Antalyaspor,"['07' Yellow_Home - Szalai At.', '12' Goal_Away - Fredy', '21' Yellow_Away - Fredy', '33' Yellow_Away - Amilton', '39' Yellow_Away - Sari V.', '61' Yellow_Away - Naldo', '83' Goal_Home - Valencia E.(Sosa J.)', '88' Yellow_Home - Cisse P.', '89' Yellow_Away - Orgill D.', '89' Yellow_Home - Kadioglu F.', '90+3' Yellow_Home - Pelkas D.', '90+7' Yellow_Home - Sosa J.', '90+9' Red_Card_Away - Boffin R.(Poza boiskiem)']",28,04.03.2021,17:00,1.0,1.0,0.0,1.0,Draw,1.57,4.3,5.1,4.3,False,False,False,True,False,False,False,False,2.0,1.0,1.0,62%,38%,16.0,7.0,6.0,2.0,83.0,61.0,95.0,37.0,6.0,4.0,4.0,1.0,,,11.0,1.0,2.0,1.0,,,1.0,5.0,16.0,17.0,5.0,5.0,https://www.flashscore.com/match/Akd5RpLp/#/match-summary/match-summary
pko-bp-ekstraklasa,Śląsk Wrocław,Bruk-Bet T.,"['07' Yellow_Home - Tamas M.', '11' Goal_Away - Hubinek M.(Poznar T.)', '14' Goal_Away - Mesanovic M.', '20' Own_Away - Golla W.()', '36' Yellow_Away - Dombrovskiy A.', '39' Red_Card_Home - Żółta kartka / Tamas M.', '44' Yellow_Home - Olsen P.', '48' Yellow_Home - Golla W.', '72' Yellow_Away - Ambrosiewicz M.', '86' Yellow_Away - Loska T.', '87' Goal_Away - Grzybek M.(Dombrovskiy A.)', '89' Yellow_Home - Exposito E.']",30,23.04.2022,15:00,0.0,4.0,0.0,3.0,Away,1.86,3.65,4.55,4.55,True,True,False,True,False,False,False,False,2.0,3.0,-1.0,46%,54%,13.0,16.0,2.0,4.0,81.0,128.0,61.0,79.0,9.0,7.0,2.0,5.0,13.0,16.0,4.0,4.0,1.0,2.0,24.0,22.0,0.0,2.0,18.0,13.0,5.0,3.0,https://www.flashscore.com/match/YZD5oP5O/#/match-summary/match-summary
liga-portugal,Guimaraes,Sporting,"['22' Goal_Home - Estupinan O.', '25' Yellow_Home - Fernandes J.(Uderzenie łokciem)', '27' Yellow_Home - Mumin A.(Podcięcie)', '28' Red_Card_Home - Pepa(Poza boiskiem)', '39' Yellow_Home - Silva T.(Podcięcie)', '44' Yellow_Home - Varela B.(Opóźnianie gry)', '45' Goal_Away - Sarabia P.(Penalty )', '50' Yellow_Away - Santos N.(Podcięcie)', '54' Yellow_Away - Esgaio R.(Nadmierna ostrość)', '70' Goal_Away - Paulinho(Pedro Goncalves)', '90+8' Goal_Away - Edwards M.(Braganca D.)']",27,19.03.2022,21:30,1.0,3.0,1.0,2.0,Away,5.4,4.0,1.65,1.65,True,True,False,False,False,True,False,True,3.0,1.0,2.0,47%,53%,12.0,15.0,4.0,6.0,93.0,101.0,61.0,41.0,3.0,4.0,5.0,5.0,,,2.0,3.0,3.0,1.0,,,3.0,3.0,15.0,7.0,4.0,2.0,https://www.flashscore.com/match/MH1sg5Oc/#/match-summary/match-summary
premier-league,Liverpool,Norwich,"['07' Own_Home - Hanley G.()', '19' Goal_Home - Salah M.(Firmino R.)', '28' Goal_Home - van Dijk V.(Salah M.)', '42' Goal_Home - Origi D.(Alexander-Arnold T.)', '60' Yellow_Away - Leitner M.(Podcięcie)', '64' Goal_Away - Pukki T.(Buendia E.)', '65' Yellow_Away - Buendia E.(Nadmierna ostrość)']",1,09.08.2019,21:00,4.0,1.0,4.0,0.0,Home,1.18,9.0,14.0,1.18,True,True,False,False,False,False,False,False,1.0,4.0,-3.0,58%,42%,15.0,12.0,7.0,5.0,86.0,50.0,62.0,29.0,5.0,6.0,3.0,1.0,13.0,9.0,11.0,2.0,0.0,5.0,,,4.0,3.0,9.0,9.0,0.0,2.0,https://www.flashscore.com/match/4IMoMG3q/#/match-summary/match-summary
league-two,Crawley,Carlisle,"['32' Goal_Home - Nichols T.(Ferry W.)', '35' Yellow_Home - Lynch J.', '52' Yellow_Away - Armer J.', '58' Yellow_Home - Ferry W.', '78' Yellow_Home - Francomb G.', '80' Yellow_Home - Hessenthaler J.', '83' Goal_Away - Mellish J.(Gibson J.)', '90' Goal_Home - Tsaroulla N.', '90+1' Yellow_Home - Tsaroulla N.']",7,11.09.2021,16:00,2.0,1.0,1.0,0.0,Home,2.75,3.15,2.5,2.75,True,False,False,False,False,False,True,False,0.0,0.0,0.0,51%,49%,12.0,11.0,5.0,3.0,102.0,114.0,28.0,39.0,5.0,4.0,2.0,4.0,14.0,16.0,4.0,0.0,2.0,1.0,24.0,35.0,2.0,3.0,14.0,17.0,5.0,1.0,https://www.flashscore.com/match/zZWiXQCe/#/match-summary/match-summary
bundesliga,1. FSV Mainz 05,RB Lipsk,"['15' Goal_Away - Adams T.', '23' Yellow_Away - Halstenberg M.(Podcięcie)', '24' Goal_Home - Niakhate M.', '30' Goal_Away - Halstenberg M.', '35' Goal_Home - Niakhate M.(Bell S.)', '40' Yellow_Home - Niakhate M.(Przytrzymywanie)', '50' Goal_Home - Barreiro L.(da Costa D.)', '70' Yellow_Away - Adams T.(Niesportowe zachowanie)', '75' Yellow_Home - da Costa D.(Nadmierna ostrość)', '88' Yellow_Away - Orban W.(Podcięcie)', '90+2' Yellow_Away - Sorloth A.(Niesportowe zachowanie)']",18,23.01.2021,15:30,3.0,2.0,2.0,2.0,Home,8.25,5.0,1.41,8.25,True,True,False,True,True,False,False,False,2.0,5.0,-3.0,39%,61%,10.0,12.0,4.0,5.0,124.0,133.0,31.0,54.0,6.0,7.0,,,17.0,15.0,3.0,9.0,2.0,0.0,18.0,33.0,3.0,1.0,13.0,16.0,2.0,4.0,https://www.flashscore.com/match/lhkRUgZi/#/match-summary/match-summary
laliga2,Girona,Almeria,"['34' Yellow_Away - Sadiq U.', '40' Yellow_Home - Bernardo', '52' Goal_Away - Sadiq U.(Robertone L.)', '62' Goal_Home - Bernardo(Martinez A.)', '68' Goal_Away - Robertone L.(Sadiq U.)', '71' Yellow_Away - Centelles A.', '75' Yellow_Home - Baena A.', '87' Yellow_Away - Robertone L.']",8,04.10.2021,21:00,1.0,2.0,0.0,0.0,Away,2.65,3.1,2.8,2.8,True,False,False,False,False,False,False,False,0.0,0.0,0.0,51%,49%,9.0,14.0,3.0,4.0,142.0,91.0,69.0,43.0,5.0,7.0,1.0,3.0,,,5.0,4.0,2.0,3.0,,,2.0,2.0,17.0,14.0,2.0,3.0,https://www.flashscore.com/match/jmhbu6pj/#/match-summary/match-summary
league-two,Carlisle,Mansfield,"['26' Yellow_Home - Hayden A.', '39' Goal_Home - Patrick O.(Armer J.)', '64' Yellow_Away - Clarke O.', '65' Yellow_Home - Bennett R.', '68' Yellow_Home - Mellish J.', '69' Yellow_Home - Farman P.', '88' Yellow_Home - Riley J.']",18,15.12.2020,20:00,1.0,0.0,1.0,0.0,Home,1.75,3.4,4.4,1.75,False,False,False,False,False,False,False,False,0.0,0.0,0.0,47%,53%,21.0,7.0,7.0,2.0,134.0,92.0,51.0,32.0,5.0,2.0,9.0,3.0,,,11.0,6.0,0.0,2.0,,,2.0,6.0,17.0,14.0,5.0,1.0,https://www.flashscore.com/match/KvS4bK0F/#/match-summary/match-summary
premier-league,Liverpool,Southampton,"['02' Goal_Home - Diogo Jota(Robertson A.)', '11' Yellow_Away - Bednarek J.(Podcięcie)', '32' Goal_Home - Diogo Jota(Salah M.)', '37' Goal_Home - Thiago', '52' Goal_Home - van Dijk V.(Alexander-Arnold T.)']",13,27.11.2021,16:00,4.0,0.0,3.0,0.0,Home,1.3,6.0,10.5,1.3,True,True,True,False,False,False,False,False,5.0,2.0,3.0,64%,36%,20.0,7.0,6.0,3.0,115.0,96.0,59.0,27.0,9.0,1.0,5.0,3.0,15.0,9.0,5.0,7.0,2.0,2.0,23.0,17.0,3.0,2.0,7.0,14.0,0.0,1.0,https://www.flashscore.com/match/8E7tmb3I/#/match-summary/match-summary
super-lig,Fenerbahce,Besiktas,"['23' Goal_Home - Kruse M.(Penalty )', '31' Yellow_Away - Lens J.(Faul)', '32' Goal_Home - Tufan O.(Luiz Gustavo)', '33' Yellow_Away - Erkin C.(Niesportowe zachowanie)', '37' Yellow_Home - Turuc D.(Faul)', '45+5' Goal_Away - Hutchinson A.(Erkin C.)', '58' Goal_Home - Muriqi V.(Isla M.)', '77' Yellow_Away - Elneny M.(Faul)', '79' Yellow_Home - Aziz S.(Nadmierna ostrość)']",16,22.12.2019,17:00,3.0,1.0,2.0,1.0,Home,2.1,3.55,3.05,2.1,True,True,False,False,False,True,False,False,1.0,2.0,-1.0,50%,50%,17.0,7.0,6.0,2.0,99.0,90.0,87.0,70.0,5.0,3.0,6.0,2.0,23.0,23.0,9.0,5.0,5.0,2.0,19.0,26.0,1.0,3.0,18.0,21.0,2.0,3.0,https://www.flashscore.com/match/v3sgyWN0/#/match-summary/match-summary
laliga,Sevilla,Leganes,"['08' Goal_Away - En Nesyri Y.(Braithwaite M.)', '20' Goal_Away - Braithwaite M.', '45' Yellow_Home - Sarabia P.(Faul)', '63' Yellow_Away - Recio(Faul)', '82' Goal_Away - Rodriguez O.(Braithwaite M.)']",36,03.05.2019,21:00,0.0,3.0,0.0,2.0,Away,1.38,5.3,8.5,8.5,True,False,False,True,False,False,False,False,5.0,3.0,2.0,64%,36%,7.0,9.0,3.0,5.0,123.0,105.0,73.0,44.0,3.0,3.0,1.0,1.0,25.0,15.0,3.0,4.0,3.0,3.0,,,2.0,3.0,11.0,23.0,1.0,1.0,https://www.flashscore.com/match/hlnaSWJr/#/match-summary/match-summary
super-lig,Trabzonspor,Altay,"['19' Own_Home - Ozturk I.()', '42' Yellow_Home - Hamsik M.(Podcięcie)', '70' Goal_Away - Rodriguez M.(Kappel L.)', '84' Goal_Home - Nwakaeme A.(Penalty )']",37,15.05.2022,15:00,2.0,1.0,1.0,0.0,Home,1.57,4.4,5.2,1.57,True,False,False,False,False,False,False,False,4.0,1.0,3.0,71%,29%,16.0,5.0,3.0,3.0,94.0,56.0,77.0,33.0,8.0,2.0,5.0,0.0,,,5.0,1.0,1.0,0.0,,,2.0,2.0,6.0,6.0,1.0,0.0,https://www.flashscore.com/match/4pyDM9x6/#/match-summary/match-summary
2-bundesliga,1. FC Nürnberg,Sandhausen,"['23' Yellow_Home - Dovedan N.', '31' Yellow_Away - Zhirov A.', '56' Yellow_Home - Lohkemper F.', '77' Goal_Home - Muhl L.(Geis J.)', '86' Yellow_Home - Hack R.']",2,27.09.2020,13:30,1.0,0.0,0.0,0.0,Home,2.27,3.42,3.25,2.27,False,False,False,False,False,False,False,False,0.0,0.0,0.0,57%,43%,26.0,6.0,12.0,3.0,120.0,99.0,65.0,54.0,14.0,3.0,,,16.0,12.0,14.0,10.0,2.0,3.0,24.0,25.0,3.0,11.0,9.0,12.0,3.0,1.0,https://www.flashscore.com/match/nFwn7oIO/#/match-summary/match-summary
championship,Peterborough,Blackpool,"['23' Yellow_Home - Ward J.', '36' Goal_Home - Clarke-Harris J.(Poku K.)', '62' Goal_Home - Szmodics S.(Jones R.J.)', '70' Goal_Home - Szmodics S.(Burrows H.)', '85' Goal_Home - Marriott J.(Burrows H.)', '89' Goal_Home - Taylor J.']",46,07.05.2022,13:30,5.0,0.0,1.0,0.0,Home,2.65,3.7,2.55,2.65,True,True,False,False,False,False,False,False,6.0,4.0,2.0,53%,47%,17.0,10.0,10.0,3.0,78.0,103.0,40.0,40.0,6.0,4.0,1.0,3.0,5.0,16.0,4.0,4.0,3.0,1.0,23.0,13.0,3.0,5.0,14.0,5.0,1.0,0.0,https://www.flashscore.com/match/SdLm5Zl7/#/match-summary/match-summary
2-bundesliga,St. Pauli,FC Schalke 04,"['02' Yellow_Home - Kyereh D.', '20' Goal_Home - Burgstaller G.(Matanovic I.)', '26' Yellow_Away - Thiaw M.', '39' Goal_Home - Burgstaller G.(Paqarada L.)', '75' Goal_Away - Zalazar R.(Ouwejan T.)', '90+3' Yellow_Away - Zalazar R.']",16,04.12.2021,20:30,2.0,1.0,2.0,0.0,Home,2.0,3.65,3.45,2.0,True,False,False,False,False,False,False,False,0.0,0.0,0.0,48%,52%,15.0,13.0,7.0,5.0,88.0,122.0,44.0,54.0,8.0,8.0,,,17.0,12.0,8.0,4.0,5.0,4.0,29.0,25.0,4.0,5.0,9.0,15.0,1.0,2.0,https://www.flashscore.com/match/lbMSleQo/#/match-summary/match-summary
eredivisie,Heracles,Venlo,"['05' Yellow_Home - van der Water S.(Nadmierna ostrość)', '14' Yellow_Away - Neudecker R.(Przytrzymywanie)', '23' Goal_Home - Merkel A.(Dessers C.)', '33' Yellow_Away - Janssen R.(Nadmierna ostrość)', '41' Goal_Home - van der Water S.(Bakboord N.)', '56' Goal_Home - Dessers C.(Czyborra L.)', '60' Goal_Home - Mauro Junior(Dessers C.)', '64' Goal_Home - Dessers C.', '74' Goal_Away - van Ooijen P.', '74' Yellow_Home - Propper R.(Nadmierna ostrość)', '82' Goal_Home - Dessers C.(van der Water S.)']",13,09.11.2019,20:45,6.0,1.0,2.0,0.0,Home,1.62,4.25,5.1,1.62,True,True,False,False,False,False,False,False,1.0,3.0,-2.0,63%,37%,24.0,9.0,12.0,3.0,138.0,84.0,58.0,21.0,8.0,4.0,4.0,2.0,11.0,11.0,9.0,1.0,1.0,1.0,,,2.0,6.0,10.0,10.0,2.0,2.0,https://www.flashscore.com/match/vB1kzPNm/#/match-summary/match-summary
championship,QPR,Fulham,"['14' Goal_Away - Mitrovic A.(Carvalho F.)', '51' Yellow_Home - Wallace L.', '76' Yellow_Home - Barbet Y.', '78' Goal_Away - Penalty Mitrovic A.(Penalty )', '90+1' Yellow_Home - Field S.']",40,02.04.2022,16:00,0.0,2.0,0.0,1.0,Away,6.0,4.1,1.58,1.58,False,False,False,True,False,False,False,False,5.0,1.0,4.0,48%,52%,8.0,13.0,2.0,8.0,114.0,97.0,37.0,35.0,4.0,2.0,2.0,3.0,7.0,15.0,4.0,5.0,1.0,2.0,23.0,15.0,6.0,2.0,15.0,5.0,3.0,0.0,https://www.flashscore.com/match/8dSGUeHP/#/match-summary/match-summary
jupiler-league,Seraing,Eupen,"['38' Yellow_Home - Cisse I.', '44' Yellow_Away - Cools J.', '66' Yellow_Away - Deom J.', '71' Yellow_Home - Nadrani Y.', '90' Yellow_Away - Agbadou E.']",25,29.01.2022,18:30,0.0,0.0,0.0,0.0,Draw,2.45,3.5,2.83,3.5,False,False,False,False,False,False,False,False,6.0,4.0,2.0,46%,54%,14.0,10.0,5.0,2.0,86.0,98.0,36.0,45.0,2.0,7.0,7.0,1.0,,,6.0,1.0,0.0,2.0,,,2.0,5.0,8.0,16.0,2.0,3.0,https://www.flashscore.com/match/SYMg5zBQ/#/match-summary/match-summary
fortuna-1-liga,Olimpia Grudziądz,Warta Poznań,"['42' Yellow_Away - Grobelny M.', '43' Goal_Home - Haydary O.', '48' Goal_Home - Kaminski S.', '53' Goal_Away - Janicki R.', '61' Yellow_Home - Twarowski M.', '80' Yellow_Home - Ciechanowski D.', '89' Yellow_Away - Boczek T.']",7,31.08.2019,17:00,2.0,1.0,1.0,0.0,Home,2.52,3.35,2.8,2.52,True,False,False,False,True,False,False,False,0.0,0.0,0.0,30%,70%,7.0,15.0,3.0,3.0,60.0,132.0,30.0,88.0,2.0,7.0,2.0,5.0,14.0,28.0,4.0,4.0,6.0,2.0,,,2.0,1.0,22.0,12.0,2.0,2.0,https://www.flashscore.com/match/GGQyQBC5/#/match-summary/match-summary
premier-league,Manchester Utd,West Brom,"['56' Goal_Home - Fernandes B.(Penalty )', '76' Yellow_Away - Gallagher C.(Nadmierna ostrość)', '90+1' Yellow_Home - Cavani E.(Nadmierna ostrość)']",9,21.11.2020,21:00,1.0,0.0,0.0,0.0,Home,1.35,5.5,9.7,1.35,False,False,False,False,False,False,False,False,6.0,1.0,5.0,63%,37%,17.0,7.0,7.0,2.0,139.0,81.0,54.0,15.0,2.0,4.0,8.0,1.0,18.0,12.0,8.0,2.0,1.0,1.0,,,2.0,6.0,12.0,17.0,1.0,1.0,https://www.flashscore.com/match/G80FTYLe/#/match-summary/match-summary
premier-league,Arsenal,Burnley,"['25' Yellow_Away - Westwood A.(Nadmierna ostrość)', '30' Yellow_Away - Brownhill J.(Podcięcie)']",23,23.01.2022,15:00,0.0,0.0,0.0,0.0,Draw,1.33,5.3,9.9,5.3,False,False,False,False,False,False,False,False,7.0,3.0,4.0,76%,24%,20.0,10.0,5.0,1.0,133.0,68.0,80.0,27.0,8.0,6.0,7.0,3.0,15.0,9.0,12.0,4.0,0.0,2.0,20.0,11.0,1.0,5.0,9.0,13.0,0.0,2.0,https://www.flashscore.com/match/ObVXcUZQ/#/match-summary/match-summary
premier-league,Crystal Palace,Brighton,"['18' Yellow_Away - Ryan M.(Niesportowe zachowanie)', '19' Goal_Home - Zaha W.(Penalty )', '43' Yellow_Away - Bissouma Y.(Podcięcie)', '63' Yellow_Home - Mitchell T.(Nadmierna ostrość)', '76' Yellow_Home - Guaita(Niesportowe zachowanie)', '86' Yellow_Home - McArthur J.(Nadmierna ostrość)', '90' Goal_Away - Mac Allister A.(Connolly A.)', '90+3' Red_Card_Away - Dunk L.(Nadmierna ostrość)']",5,18.10.2020,15:00,1.0,1.0,1.0,0.0,Draw,3.0,3.25,2.55,3.25,False,False,False,False,False,False,False,True,5.0,5.0,0.0,34%,66%,1.0,20.0,1.0,3.0,73.0,132.0,23.0,74.0,0.0,9.0,0.0,8.0,14.0,14.0,2.0,5.0,1.0,2.0,,,2.0,0.0,13.0,12.0,3.0,2.0,https://www.flashscore.com/match/Ecq2FNql/#/match-summary/match-summary
league-two,Southend,Colchester,"['10' Goal_Home - Akinola S.(Hart S.)', '17' Yellow_Home - Hart S.', '22' Goal_Home - Dieng T.(Taylor K.)', '43' Yellow_Away - Eastman T.', '59' Yellow_Away - Senior C.', '90+6' Yellow_Away - Chilvers N.', '90+6' Yellow_Away - Lapslie T.', '90+6' Yellow_Home - Hobson S.']",20,26.12.2020,14:00,2.0,0.0,2.0,0.0,Home,2.72,3.15,2.45,2.72,False,False,True,False,False,False,False,False,0.0,0.0,0.0,39%,61%,13.0,12.0,4.0,3.0,93.0,91.0,42.0,72.0,5.0,6.0,4.0,3.0,,,5.0,9.0,3.0,2.0,,,3.0,2.0,13.0,11.0,2.0,4.0,https://www.flashscore.com/match/hlGQ3zfh/#/match-summary/match-summary
serie-a,Sassuolo,Sampdoria,"['15' Goal_Away - Defrel G.(Quagliarella F.)', '36' Goal_Away - Quagliarella F.', '38' Goal_Home - Boga J.(Lirola P.)', '39' Goal_Away - Linetty K.(Defrel G.)', '45+5' Yellow_Home - Duncan A.(Podcięcie)', '46' Goal_Away - Praet D.(Murru N.)', '48' Yellow_Away - Gabbiadini M.(Nadmierna ostrość)', '63' Goal_Home - Duncan A.(Boga J.)', '72' Goal_Away - Gabbiadini M.(Linetty K.)', '90+2' Goal_Home - Babacar K.']",28,16.03.2019,15:00,3.0,5.0,1.0,3.0,Away,2.3,3.45,3.3,3.3,True,True,False,True,False,True,True,False,3.0,4.0,-1.0,45%,55%,12.0,17.0,5.0,11.0,93.0,96.0,44.0,29.0,7.0,6.0,,,13.0,13.0,6.0,5.0,4.0,1.0,21.0,22.0,6.0,2.0,9.0,12.0,1.0,1.0,https://www.flashscore.com/match/8nqstWl4/#/match-summary/match-summary
bundesliga,RB Lipsk,Bayern Monachium,"['50' Goal_Away - Goretzka L.', '50' Var_Away', '60' Yellow_Away - Goretzka L.(Nadmierna ostrość)', '75' Yellow_Away - Coman K.(Podcięcie)']",33,11.05.2019,15:30,0.0,1.0,0.0,0.0,Away,4.95,4.4,1.66,1.66,False,False,False,False,False,True,False,False,5.0,4.0,1.0,35%,65%,10.0,11.0,3.0,5.0,78.0,103.0,15.0,53.0,4.0,5.0,3.0,1.0,16.0,14.0,1.0,6.0,2.0,7.0,,,5.0,3.0,11.0,9.0,0.0,2.0,https://www.flashscore.com/match/dMU1JM11/#/match-summary/match-summary
league-one,Burton,Wimbledon,"['45+1' Yellow_Home - Taylor T.', '57' Yellow_Home - Oshilaja A.', '70' Goal_Away - Palmer O.(Rudoni J.)', '77' Goal_Home - Jebbison D.']",29,22.01.2022,16:00,1.0,1.0,0.0,0.0,Draw,2.07,3.4,3.45,3.4,False,False,False,False,False,False,False,False,0.0,0.0,0.0,60%,40%,21.0,12.0,6.0,3.0,97.0,75.0,90.0,28.0,8.0,6.0,7.0,3.0,7.0,12.0,8.0,1.0,2.0,2.0,33.0,18.0,2.0,5.0,11.0,4.0,2.0,0.0,https://www.flashscore.com/match/jqSUKep8/#/match-summary/match-summary
laliga2,Burgos CF,Cartagena,"['30' Yellow_Away - Cristoforo S.', '34' Goal_Home - Valcarce P.(Guillermo)', '38' Yellow_Home - Elgezabal U.', '63' Goal_Away - Delmas J.(Datkovic T.)', '90+2' Yellow_Away - Bodiger Y.', '90+3' Yellow_Home - Munoz M.']",40,14.05.2022,16:00,1.0,1.0,1.0,0.0,Draw,2.31,3.25,3.2,3.25,False,False,False,False,False,False,False,False,0.0,0.0,0.0,41%,59%,10.0,12.0,4.0,3.0,97.0,112.0,36.0,41.0,4.0,4.0,2.0,5.0,14.0,19.0,5.0,4.0,5.0,2.0,21.0,28.0,2.0,3.0,14.0,12.0,2.0,2.0,https://www.flashscore.com/match/pEFzdGJU/#/match-summary/match-summary
bundesliga,FC Augsburg,RB Lipsk,"['28' Goal_Away - Werner T.(Haidara A.)', '45+2' Yellow_Home - Gruezo C.(Podcięcie)', '52' Yellow_Home - Hahn A.(Podcięcie)', '67' Yellow_Home - Jedvaj T.(Podcięcie)', '68' Yellow_Home - Max P.(Symulowanie)', '71' Goal_Home - Vargas R.', '71' Yellow_Away - Mukiele N.(Podcięcie)', '80' Goal_Away - Werner T.(Angelino)']",34,27.06.2020,15:30,1.0,2.0,0.0,1.0,Away,6.6,5.3,1.45,1.45,True,False,False,False,False,False,False,False,5.0,6.0,-1.0,40%,60%,5.0,14.0,1.0,5.0,94.0,121.0,22.0,49.0,4.0,9.0,,,13.0,15.0,2.0,8.0,2.0,3.0,20.0,28.0,3.0,0.0,11.0,10.0,4.0,1.0,https://www.flashscore.com/match/dtD4fVwl/#/match-summary/match-summary
fortuna-1-liga,ŁKS Łódź,Chrobry Głogów,"['33' Yellow_Away - Mandrysz R.', '39' Yellow_Home - Rozwandowicz M.', '62' Goal_Home - Samu Corral', '67' Goal_Home - Moros C.', '78' Goal_Home - Pirulo R.', '90' Goal_Home - Dominguez A.']",11,07.11.2020,12:40,4.0,0.0,0.0,0.0,Home,1.43,4.9,7.2,1.43,True,True,False,False,False,False,True,False,0.0,0.0,0.0,69%,31%,18.0,9.0,9.0,1.0,116.0,71.0,52.0,36.0,4.0,3.0,5.0,5.0,17.0,12.0,3.0,2.0,2.0,0.0,,,1.0,5.0,10.0,17.0,1.0,1.0,https://www.flashscore.com/match/GWOE8POh/#/match-summary/match-summary
bundesliga,VfL Wolfsburg,1. FC Union Berlin,"['12' Goal_Home - Brekalo J.', '31' Yellow_Home - Mbabu K.(Faul)', '63' Goal_Home - Brekalo J.(Baku R.)', '90' Goal_Home - Brekalo J.']",32,08.05.2021,15:30,3.0,0.0,1.0,0.0,Home,1.75,3.3,4.5,1.75,True,False,True,False,False,False,True,False,2.0,8.0,-6.0,60%,40%,17.0,9.0,8.0,1.0,112.0,71.0,23.0,33.0,9.0,8.0,,,10.0,10.0,4.0,3.0,1.0,1.0,23.0,22.0,1.0,5.0,9.0,9.0,1.0,0.0,https://www.flashscore.com/match/AgQNgGQA/#/match-summary/match-summary
laliga,Sevilla,Real Madryt,"['21' Goal_Home - Rakitic I.', '25' Goal_Home - Lamela E.(Corona J.)', '31' Yellow_Away - Camavinga E.(Podcięcie)', '39' Yellow_Home - Martial A.(Niesportowe zachowanie)', '50' Goal_Away - Rodrygo(Carvajal D.)', '76' Var_Away', '78' Yellow_Away - Fernandez N.(Poza boiskiem)', '80' Yellow_Home - Diego Carlos(Faul)', '82' Goal_Away - Fernandez N.(Carvajal D.)', '83' Yellow_Home - Torres O.(Niesportowe zachowanie)', '90+2' Goal_Away - Benzema K.(Rodrygo)', '90+6' Yellow_Away - Kroos T.(Niesportowe zachowanie)', '90+9' Yellow_Away - Diaz M.(Niesportowe zachowanie)']",32,17.04.2022,21:00,2.0,3.0,2.0,0.0,Away,2.96,3.4,2.52,2.52,True,True,False,False,False,True,False,True,3.0,7.0,-4.0,41%,59%,7.0,15.0,2.0,6.0,87.0,132.0,44.0,83.0,4.0,5.0,1.0,4.0,15.0,15.0,0.0,3.0,1.0,4.0,14.0,20.0,3.0,0.0,11.0,9.0,3.0,4.0,https://www.flashscore.com/match/C603Jfmj/#/match-summary/match-summary
