League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
super-lig,Konyaspor,Trabzonspor,"['01' Goal_Away - Cornelius A.', '09' Red_Card_Away - Hugo V.(Podcięcie)', '20' Goal_Home - Cekici E.(Gurler S.)', '46' Goal_Home - Cekici E.', '49' Yellow_Home - Bardakci A.(Uderzenie łokciem)', '76' Own_Away - Hadziahmetovic A.()', '84' Yellow_Away - Edgar Ie(Niesportowe zachowanie)', '84' Yellow_Home - Cekici E.(Niesportowe zachowanie)', '90+1' Yellow_Home - Calik A.(Podcięcie)']",6,23.09.2021,16:00,2.0,2.0,1.0,1.0,Draw,3.15,3.2,2.3,3.2,True,True,False,True,True,False,False,False,1.0,2.0,-1.0,61%,39%,31.0,14.0,10.0,5.0,102.0,88.0,96.0,64.0,16.0,5.0,5.0,4.0,,,9.0,4.0,0.0,1.0,,,3.0,8.0,14.0,10.0,3.0,1.0,https://www.flashscore.com/match/C4iErQ6g/#/match-summary/match-summary
ligue-1,Nice,Caen,"['16' Yellow_Home - Lees Melou P.(Podcięcie)', '27' Yellow_Away - Djiku A.(Zagranie ręką)', '28' Penalty_Missed_Home - Walter R.()', '60' Yellow_Away - Ninga C.(Zagranie ręką)', '74' Goal_Away - Djiku A.(Tchokounte M.)', '85' Yellow_Away - Armougom Y.(Podcięcie)', '89' Yellow_Home - Dante(Faul)']",33,20.04.2019,20:00,0.0,1.0,0.0,0.0,Away,1.66,3.65,6.5,6.5,False,False,False,False,False,False,False,False,6.0,4.0,2.0,65%,35%,21.0,7.0,8.0,2.0,118.0,80.0,68.0,25.0,6.0,5.0,7.0,0.0,14.0,8.0,11.0,4.0,1.0,0.0,,,1.0,8.0,7.0,15.0,2.0,3.0,https://www.flashscore.com/match/SrE1ijfA/#/match-summary/match-summary
serie-b,Pordenone,Cittadella,"['03' Goal_Away - Beretta G.', '25' Yellow_Home - Deli F.', '29' Yellow_Away - Cassandro T.', '31' Yellow_Home - Tedino B.(Poza boiskiem)', '36' Yellow_Away - Frare D.', '59' Yellow_Home - Di Serio G.', '71' Yellow_Away - Pavan N.', '77' Yellow_Away - Tavernelli C.', '90+1' Yellow_Away - Laribi K.']",23,15.02.2022,18:30,0.0,1.0,0.0,1.0,Away,3.15,3.1,2.4,2.4,False,False,False,True,False,False,False,False,0.0,0.0,0.0,47%,53%,17.0,14.0,3.0,6.0,108.0,111.0,49.0,58.0,8.0,1.0,6.0,7.0,,,6.0,8.0,2.0,3.0,,,5.0,3.0,18.0,18.0,2.0,5.0,https://www.flashscore.com/match/MNQl6TPn/#/match-summary/match-summary
laliga,Getafe,Villarreal,"['63' Yellow_Home - Soria D.(Podcięcie)', '66' Goal_Away - Cazorla S.(Penalty )', '68' Yellow_Home - Angel(Podcięcie)', '80' Goal_Home - Duro H.(Portillo F.)', '86' Goal_Away - Cazorla S.(Penalty )', '86' Yellow_Home - Arambarri M.(Niesportowe zachowanie)', '87' Yellow_Home - Portillo F.(Niesportowe zachowanie)', '89' Yellow_Away - Moreno G.(Podcięcie)', '90+3' Goal_Away - Pena R.(Moreno G.)', '90+7' Red_Card_Away - Niesportowe zachowanieIborra V.(Poza boiskiem, Niesportowe zachowanie)', '90+7' Red_Card_Home - Etxeita X.(Poza boiskiem)', '90+7' Red_Card_Home - Nyom A.(Poza boiskiem, Niesportowe zachowanie)', '90+7' Red_Card_Home - Suarez D.(Poza boiskiem)']",35,08.07.2020,20:30,1.0,3.0,0.0,0.0,Away,2.58,3.07,3.05,3.05,True,True,False,False,False,False,False,True,4.0,4.0,0.0,41%,59%,5.0,6.0,2.0,3.0,139.0,98.0,68.0,18.0,1.0,2.0,2.0,1.0,12.0,22.0,1.0,4.0,4.0,2.0,,,0.0,1.0,19.0,10.0,4.0,1.0,https://www.flashscore.com/match/ChZPAJLP/#/match-summary/match-summary
super-lig,Trabzonspor,Konyaspor,"['22' Goal_Home - Nwakaeme A.(Asan S.)', '24' Yellow_Away - Sahiner O.', '35' Yellow_Away - Cikalleshi S.', '45' Yellow_Away - Diomande I.', '55' Yellow_Away - Calik A.', '56' Goal_Home - Flavio(Nwakaeme A.)', '60' Goal_Home - Djaniny(Ekuban C.)', '69' Yellow_Home - Nwakaeme A.', '81' Yellow_Home - Baker L.(Poza boiskiem)', '88' Goal_Away - Shengelia L.(Kravets A.)', '89' Yellow_Home - Corekci K.', '90' Yellow_Away - Cagiran M.']",20,19.01.2021,17:00,3.0,1.0,1.0,0.0,Home,1.77,3.55,4.6,1.77,True,True,False,False,False,False,False,False,1.0,5.0,-4.0,58%,42%,10.0,13.0,5.0,3.0,91.0,75.0,40.0,55.0,2.0,6.0,3.0,4.0,,,0.0,6.0,0.0,1.0,,,2.0,2.0,16.0,11.0,3.0,5.0,https://www.flashscore.com/match/beEYPwqm/#/match-summary/match-summary
serie-a,Fiorentina,Sassuolo,"['27' Yellow_Away - Toljan J.(Przytrzymywanie)', '32' Goal_Away - Scamacca G.(Frattesi D.)', '37' Goal_Away - Frattesi D.(Raspadori G.)', '44' Yellow_Home - Biraghi C.(Uderzenie łokciem)', '51' Goal_Home - Vlahovic D.(Torreira L.)', '54' Yellow_Away - Chiriches V.(Podcięcie)', '56' Yellow_Away - Traore H. J.(Podcięcie)', '58' Yellow_Home - Italiano V.(Poza boiskiem, Niesportowe zachowanie)', '58' Yellow_Home - Martinez Quarta L.(Faul)', '59' Yellow_Away - Scamacca G.(Przytrzymywanie)', '61' Goal_Home - Torreira L.', '68' Red_Card_Home - Żółta kartka / Biraghi C.(Uderzenie łokciem)', '71' Yellow_Away - Frattesi D.(Nadmierna ostrość)']",18,19.12.2021,12:30,2.0,2.0,0.0,2.0,Draw,1.93,3.9,3.9,3.9,True,True,False,False,False,False,False,False,2.0,4.0,-2.0,57%,43%,23.0,8.0,8.0,4.0,113.0,71.0,62.0,40.0,10.0,2.0,5.0,2.0,20.0,12.0,9.0,3.0,2.0,1.0,,,2.0,6.0,7.0,14.0,3.0,5.0,https://www.flashscore.com/match/EaQ67SOK/#/match-summary/match-summary
laliga2,Leganes,Mallorca,"['19' Yellow_Away - Sanchez A.', '28' Yellow_Home - Ibanez R.', '39' Red_Card_Home - Żółta kartka / Ibanez R.', '61' Goal_Away - Ndiaye A.', '62' Yellow_Home - Marti J. L.(Poza boiskiem)']",18,12.12.2020,16:00,0.0,1.0,0.0,0.0,Away,2.6,2.77,3.2,3.2,False,False,False,False,False,False,False,False,0.0,0.0,0.0,40%,60%,11.0,9.0,1.0,3.0,73.0,107.0,52.0,79.0,6.0,4.0,4.0,2.0,,,2.0,4.0,0.0,0.0,,,2.0,1.0,13.0,13.0,2.0,1.0,https://www.flashscore.com/match/QuR1cZ1f/#/match-summary/match-summary
league-two,Tranmere,Mansfield,"['45+3' Goal_Home - Woolery K.(Morris K.)', '59' Yellow_Home - Spearing J.', '68' Yellow_Away - Law J.', '76' Goal_Away - Quinn S.', '89' Yellow_Home - Khan O.']",38,27.03.2021,16:00,1.0,1.0,1.0,0.0,Draw,2.37,3.15,2.88,3.15,False,False,False,False,True,False,False,False,0.0,0.0,0.0,55%,45%,15.0,13.0,3.0,3.0,134.0,104.0,60.0,66.0,8.0,5.0,4.0,5.0,14.0,16.0,3.0,2.0,1.0,1.0,32.0,38.0,2.0,2.0,15.0,13.0,2.0,1.0,https://www.flashscore.com/match/vmBpjczF/#/match-summary/match-summary
super-lig,Alanyaspor,Goztepe,"['34' Yellow_Home - Siopis M.', '36' Yellow_Home - Gulselam C.', '45+1' Yellow_Away - Aydogdu S.', '68' Goal_Away - Castro A.(Akbunar H.)', '82' Yellow_Home - Baiano']",12,24.11.2019,14:30,0.0,1.0,0.0,0.0,Away,1.63,3.7,5.2,5.2,False,False,False,False,False,False,False,False,4.0,4.0,0.0,52%,48%,14.0,6.0,7.0,2.0,72.0,75.0,84.0,48.0,6.0,2.0,1.0,2.0,14.0,14.0,6.0,2.0,2.0,4.0,26.0,26.0,1.0,7.0,12.0,10.0,3.0,1.0,https://www.flashscore.com/match/tn87yK0n/#/match-summary/match-summary
ligue-2,Guingamp,Paris FC,"['28' Yellow_Away - Siby M.', '33' Yellow_Home - M', '71' Goal_Away - Lopez J.', '88' Yellow_Home - Muyumba T.', '90+3' Goal_Home - Gomis Y.(Phaeton M.)']",25,19.02.2022,19:00,1.0,1.0,0.0,0.0,Draw,2.8,3.0,2.75,3.0,False,False,False,False,False,False,True,False,0.0,0.0,0.0,53%,47%,9.0,11.0,2.0,2.0,107.0,100.0,65.0,44.0,6.0,7.0,1.0,2.0,,,3.0,0.0,3.0,1.0,,,1.0,1.0,8.0,7.0,2.0,1.0,https://www.flashscore.com/match/M7fvjU97/#/match-summary/match-summary
serie-b,Pisa,L.R. Vicenza,"['17' Goal_Away - Cavion M.', '22' Goal_Away - Diaw D.(Zonta L.)', '43' Goal_Home - Cohen Y.', '52' Yellow_Away - Diaw D.', '59' Yellow_Away - Brosco R.', '60' Goal_Home - Caracciolo Ant.', '62' Yellow_Away - Bikel J.', '73' Yellow_Away - Contini N.', '76' Yellow_Home - Torregrossa E.', '89' Yellow_Home - Caracciolo Ant.']",23,15.02.2022,18:30,2.0,2.0,1.0,2.0,Draw,1.88,3.3,4.4,3.3,True,True,False,False,False,False,False,False,0.0,0.0,0.0,58%,42%,28.0,8.0,9.0,2.0,118.0,83.0,81.0,24.0,12.0,4.0,7.0,2.0,,,13.0,7.0,0.0,3.0,,,0.0,7.0,15.0,15.0,2.0,4.0,https://www.flashscore.com/match/S0Rp79At/#/match-summary/match-summary
premier-league,Aston Villa,Leeds,"['09' Goal_Away - James D.(Rodrigo)', '30' Goal_Home - Coutinho(Cash M.)', '38' Goal_Home - Ramsey J.(Coutinho)', '43' Goal_Home - Ramsey J.(Coutinho)', '44' Yellow_Away - Dallas S.(Nadmierna ostrość)', '45+2' Goal_Away - James D.', '63' Goal_Away - Llorente D.', '70' Yellow_Home - Konsa E.(Nadmierna ostrość)', '80' Yellow_Away - James D.(Podcięcie)', '87' Red_Card_Home - Żółta kartka / Konsa E.(Uderzenie łokciem)', '90' Yellow_Home - Cash M.(Podcięcie)', '90+7' Yellow_Away - Rodrigo(Niesportowe zachowanie)']",24,09.02.2022,21:00,3.0,3.0,3.0,2.0,Draw,1.97,3.8,3.85,3.8,True,True,False,True,False,True,False,False,,,,40%,60%,12.0,16.0,4.0,8.0,72.0,102.0,38.0,45.0,6.0,5.0,2.0,3.0,11.0,12.0,6.0,11.0,1.0,2.0,20.0,21.0,5.0,1.0,11.0,9.0,3.0,3.0,https://www.flashscore.com/match/YXtw77Cs/#/match-summary/match-summary
premier-league,Southampton,Manchester City,"['07' Goal_Home - Walker-Peters K.(Redmond N.)', '33' Yellow_Home - Bednarek J.(Podcięcie)', '65' Goal_Away - Laporte A.(De Bruyne K.)', '79' Yellow_Home - Armstrong S.(Nadmierna ostrość)', '90+2' Yellow_Home - Elyounoussi M.(Przytrzymywanie)']",23,22.01.2022,18:30,1.0,1.0,1.0,0.0,Draw,8.6,6.15,1.31,6.15,False,False,True,False,False,False,False,False,4.0,5.0,-1.0,26%,74%,7.0,20.0,3.0,5.0,60.0,191.0,12.0,127.0,3.0,8.0,1.0,7.0,5.0,12.0,2.0,11.0,2.0,0.0,12.0,15.0,4.0,2.0,13.0,5.0,3.0,0.0,https://www.flashscore.com/match/x2e7CTlK/#/match-summary/match-summary
championship,Barnsley,Sheffield Wed,"['25' Yellow_Away - Lees T.', '36' Yellow_Away - Borner J.', '38' Goal_Away - Rhodes J.', '53' Goal_Away - Rhodes J.(Windass J.)', '71' Yellow_Home - Halme A.', '78' Goal_Home - Morris C.(Halme A.)', '87' Yellow_Away - Paterson C.', '88' Yellow_Away - Wildsmith J.']",38,20.03.2021,16:00,1.0,2.0,0.0,1.0,Away,1.68,3.7,5.7,5.7,True,False,False,False,False,False,False,False,2.0,8.0,-6.0,53%,47%,9.0,6.0,4.0,2.0,147.0,81.0,80.0,31.0,4.0,3.0,1.0,1.0,,,6.0,2.0,1.0,5.0,,,0.0,3.0,8.0,17.0,1.0,4.0,https://www.flashscore.com/match/86DrFs37/#/match-summary/match-summary
liga-portugal,Nacional,Rio Ave,"['11' Goal_Home - Dudu(Azouni L.)', '16' Yellow_Home - Azouni L.', '51' Goal_Away - Aderlan S.', '83' Yellow_Away - Filipe', '90+4' Goal_Away - Carlos Mane(Savio)']",34,19.05.2021,21:00,1.0,2.0,1.0,0.0,Away,5.7,4.25,1.6,1.6,True,False,True,False,False,False,False,True,0.0,2.0,-2.0,36%,64%,12.0,36.0,2.0,14.0,85.0,134.0,26.0,64.0,7.0,10.0,3.0,12.0,,,1.0,16.0,0.0,0.0,,,12.0,1.0,13.0,6.0,1.0,1.0,https://www.flashscore.com/match/hGI8iva0/#/match-summary/match-summary
league-two,Forest Green,Colchester,"['15' Goal_Home - Matt J.(Godwin-Malife U.)', '32' Yellow_Away - Wiredu B.', '44' Yellow_Home - Stevenson B.', '90+2' Goal_Home - March J.']",16,11.01.2022,20:45,2.0,0.0,1.0,0.0,Home,1.44,4.4,6.8,1.44,False,False,True,False,False,False,True,False,0.0,0.0,0.0,64%,36%,14.0,8.0,4.0,6.0,113.0,93.0,66.0,30.0,2.0,1.0,8.0,1.0,13.0,13.0,6.0,3.0,3.0,2.0,24.0,15.0,6.0,2.0,10.0,11.0,1.0,1.0,https://www.flashscore.com/match/ClaOYh6j/#/match-summary/match-summary
serie-a,Juventus,AC Milan,"['39' Goal_Away - Piątek K.(Bakayoko T.)', '41' Yellow_Home - Bernardeschi F.(Podcięcie)', '59' Yellow_Away - Musacchio M.(Podcięcie)', '60' Goal_Home - Dybala P.(Penalty )', '77' Yellow_Away - Calhanoglu H.(Nadmierna ostrość)', '84' Goal_Home - Kean M.(Pjanic M.)', '86' Yellow_Home - Mandzukic M.(Podcięcie)']",31,06.04.2019,18:00,2.0,1.0,0.0,1.0,Home,1.93,3.32,4.85,1.93,True,False,False,False,False,False,False,False,6.0,4.0,2.0,46%,54%,10.0,12.0,6.0,5.0,89.0,96.0,52.0,52.0,4.0,7.0,,,15.0,24.0,5.0,8.0,2.0,1.0,11.0,20.0,4.0,4.0,21.0,15.0,2.0,2.0,https://www.flashscore.com/match/d6KTKRH2/#/match-summary/match-summary
serie-a,Crotone,Benevento,"['05' Own_Home - Glik K.()', '29' Goal_Home - Simy', '44' Yellow_Away - Ionita A.(Nadmierna ostrość)', '54' Goal_Home - Simy(Riviere E.)', '65' Goal_Home - Vulic M.', '66' Red_Card_Away - Niesportowe zachowanieSau M.(Poza boiskiem, Niesportowe zachowanie)', '71' Yellow_Away - Barba F.(Przytrzymywanie)', '82' Goal_Away - Falque I.', '84' Yellow_Away - Dabo B.(Nadmierna ostrość)', '87' Yellow_Home - Messias J.(Niesportowe zachowanie)']",18,17.01.2021,15:00,4.0,1.0,2.0,0.0,Home,2.7,3.4,2.65,2.7,True,True,False,False,False,False,False,False,5.0,2.0,3.0,48%,52%,6.0,14.0,3.0,6.0,74.0,129.0,26.0,73.0,2.0,5.0,1.0,3.0,15.0,14.0,4.0,13.0,0.0,2.0,,,5.0,0.0,14.0,14.0,1.0,3.0,https://www.flashscore.com/match/hI1n7YTJ/#/match-summary/match-summary
liga-portugal,Maritimo,Braga,"['24' Yellow_Home - Andrade L.', '42' Yellow_Home - Fabio China', '63' Yellow_Away - Al Musrati', '70' Yellow_Home - Claudio W.', '76' Goal_Home - Joel(Pelagio P.)', '78' Yellow_Home - Guitane R.', '90+4' Yellow_Away - Horta R.', '90+6' Yellow_Home - Correa J.']",30,29.04.2021,21:30,1.0,0.0,0.0,0.0,Home,5.2,4.05,1.62,5.2,False,False,False,False,False,False,False,False,1.0,1.0,0.0,37%,63%,7.0,12.0,2.0,4.0,64.0,174.0,28.0,82.0,3.0,3.0,2.0,5.0,,,2.0,8.0,0.0,0.0,,,4.0,1.0,13.0,11.0,5.0,2.0,https://www.flashscore.com/match/xUo7ID2N/#/match-summary/match-summary
eredivisie,Waalwijk,Heerenveen,"['26' Goal_Away - Kongolo R.(Floranus S.)', '42' Yellow_Home - Rienstra D.(Przytrzymywanie)', '75' Goal_Home - Spierings S.', '83' Goal_Away - Odgaard J.(Dreyer A.)', '90+2' Goal_Away - Dreyer A.(van Bergen M.)']",16,08.12.2019,14:30,1.0,3.0,0.0,1.0,Away,3.3,3.9,2.05,2.05,True,True,False,False,False,False,False,True,1.0,1.0,0.0,51%,49%,14.0,21.0,4.0,10.0,145.0,92.0,61.0,54.0,6.0,10.0,4.0,1.0,7.0,6.0,4.0,7.0,0.0,0.0,,,7.0,3.0,6.0,7.0,1.0,0.0,https://www.flashscore.com/match/Y7wYF0yt/#/match-summary/match-summary
pko-bp-ekstraklasa,Raków Częstochowa,Lechia Gdańsk,"['10' Goal_Home - Lopez I.(Wdowiak M.)', '12' Goal_Home - Lopez I.(Tudor F.)', '36' Yellow_Away - Conrado', '38' Yellow_Home - Tudor F.', '61' Yellow_Away - Biegański J.', '67' Goal_Home - Gutkovskis V.(Papanikolaou G.)', '84' Yellow_Away - Koperski F.', '89' Yellow_Away - Maloca M.']",34,21.05.2022,17:30,3.0,0.0,2.0,0.0,Home,1.42,4.8,8.4,1.42,True,False,True,False,False,False,False,False,3.0,0.0,3.0,49%,51%,18.0,7.0,9.0,3.0,110.0,89.0,113.0,59.0,6.0,3.0,3.0,1.0,17.0,16.0,6.0,1.0,3.0,0.0,19.0,24.0,3.0,6.0,14.0,16.0,1.0,4.0,https://www.flashscore.com/match/fohSjua1/#/match-summary/match-summary
super-lig,Kayserispor,Rizespor,"['35' Yellow_Home - Campanharo G.', '55' Yellow_Home - Akdag I.', '67' Goal_Away - Pohjanpalo J.', '74' Yellow_Away - Fernandes G.', '77' Goal_Home - Bassan E.(Civelek R.)', '83' Yellow_Away - Albayrak E.']",33,15.04.2022,19:30,1.0,1.0,0.0,0.0,Draw,1.96,3.5,3.75,3.5,False,False,False,False,False,False,False,False,3.0,3.0,0.0,47%,53%,14.0,9.0,5.0,3.0,95.0,81.0,60.0,49.0,7.0,6.0,2.0,0.0,,,8.0,5.0,2.0,1.0,,,2.0,4.0,14.0,16.0,2.0,2.0,https://www.flashscore.com/match/8tYzXdek/#/match-summary/match-summary
bundesliga,Borussia Dortmund,TSG Hoffenheim,"['01' Yellow_Away - Baumgartner C.(Nadmierna ostrość)', '07' Yellow_Away - Posch S.(Podcięcie)', '20' Yellow_Away - Geiger D.(Przytrzymywanie)', '36' Yellow_Home - Dahoud M.(Podcięcie)', '49' Goal_Home - Reyna G.(Bellingham J.)', '54' Yellow_Home - Meunier T.(Nadmierna ostrość)', '61' Goal_Away - Baumgartner C.(Geiger D.)', '69' Goal_Home - Bellingham J.', '90' Goal_Away - Dabbur M.(Akpoguma K.)', '90+1' Goal_Home - Haaland E.']",3,27.08.2021,20:30,3.0,2.0,0.0,0.0,Home,1.5,5.1,6.1,1.5,True,True,False,False,True,False,True,True,8.0,5.0,3.0,57%,43%,23.0,9.0,13.0,5.0,130.0,95.0,63.0,59.0,10.0,4.0,,,12.0,13.0,4.0,7.0,4.0,2.0,26.0,23.0,3.0,10.0,9.0,12.0,2.0,3.0,https://www.flashscore.com/match/rqOIjJpC/#/match-summary/match-summary
serie-b,Cosenza,Venezia,"['26' Yellow_Home - Tiritiello A.', '51' Yellow_Home - Bittante L.', '78' Yellow_Home - Kone B. L.', '80' Yellow_Home - Legittimo M.', '84' Yellow_Away - Taugourdeau A.', '88' Yellow_Away - Crnigoj D.']",14,22.12.2020,19:00,0.0,0.0,0.0,0.0,Draw,2.73,3.08,2.72,3.08,False,False,False,False,False,False,False,False,0.0,0.0,0.0,44%,56%,11.0,16.0,4.0,4.0,89.0,83.0,42.0,37.0,3.0,8.0,4.0,4.0,,,6.0,8.0,1.0,5.0,,,4.0,4.0,14.0,10.0,4.0,2.0,https://www.flashscore.com/match/2H0POQYA/#/match-summary/match-summary
championship,West Brom,Cardiff,"['23' Yellow_Home - Bartley K.', '27' Yellow_Away - Giles R.', '34' Goal_Away - Collins J.(Ralls J.)', '48' Goal_Home - Robinson C.(Grant K.)', '76' Red_Card_Home - Mowatt A.', '85' Yellow_Home - Molumby J.', '90+4' Yellow_Away - McGuinness M.', '90+6' Red_Card_Away - Flint A.', '90+6' Red_Card_Home - Johnstone S.']",26,02.01.2022,15:00,1.0,1.0,0.0,1.0,Draw,1.49,4.4,7.0,4.4,False,False,False,False,True,False,False,False,5.0,3.0,2.0,54%,46%,13.0,6.0,3.0,1.0,118.0,105.0,50.0,51.0,5.0,4.0,5.0,1.0,14.0,10.0,5.0,1.0,2.0,3.0,27.0,26.0,0.0,2.0,9.0,14.0,2.0,2.0,https://www.flashscore.com/match/GMcWdsM6/#/match-summary/match-summary
super-lig,Alanyaspor,Gaziantep,"['06' Goal_Away - Demir M.(Jefferson)', '16' Yellow_Away - Mirallas K.', '16' Yellow_Home - Tzavellas G.', '19' Goal_Home - Pektemek M.(Ucan S.)', '41' Goal_Away - Demir M.(Maxim A.)', '45+1' Goal_Home - Caulker S.(Ucan S.)', '53' Goal_Home - Pektemek M.(Ucan S.)', '85' Yellow_Away - Djilobodji P.', '88' Yellow_Away - Sa Pinto R.(Poza boiskiem)', '88' Yellow_Home - Caulker S.', '89' Red_Card_Away - Żółta kartka / Sa Pinto R.(Poza boiskiem)', '90+7' Yellow_Home - Marafona']",36,22.04.2021,15:00,3.0,2.0,2.0,2.0,Home,1.76,3.7,4.45,1.76,True,True,False,True,True,False,False,False,0.0,2.0,-2.0,53%,47%,17.0,8.0,7.0,4.0,88.0,101.0,54.0,62.0,7.0,2.0,3.0,2.0,,,4.0,4.0,2.0,2.0,,,2.0,4.0,10.0,13.0,3.0,2.0,https://www.flashscore.com/match/Y1YcreIc/#/match-summary/match-summary
ligue-1,Clermont,Bordeaux,"['13' Goal_Away - Guilavogui J.(Gregersen S.)', '32' Goal_Home - Rashani E.(Zedadka A.)', '44' Yellow_Away - Ahmedhodzic A.(Uderzenie łokciem)', '48' Yellow_Home - Abdul Samed S.(Nadmierna ostrość)', '76' Yellow_Away - Marcelo(Podcięcie)']",26,27.02.2022,15:00,1.0,1.0,1.0,1.0,Draw,1.96,3.48,4.2,3.48,False,False,False,True,False,False,False,False,2.0,7.0,-5.0,54%,46%,9.0,10.0,3.0,3.0,124.0,92.0,46.0,26.0,5.0,3.0,1.0,4.0,21.0,7.0,6.0,6.0,1.0,1.0,26.0,26.0,2.0,2.0,5.0,13.0,1.0,2.0,https://www.flashscore.com/match/YZXuuq8s/#/match-summary/match-summary
laliga2,Cartagena,Zaragoza,"['24' Yellow_Away - Vigaray C.', '34' Yellow_Home - Jose Angel', '44' Var_Away', '60' Goal_Home - Andujar D.(Gallar A.)', '66' Yellow_Home - Aguza S.', '81' Goal_Away - Azon I.(Zapater A.)', '84' Yellow_Home - Carlos David', '90' Yellow_Away - Zapater A.', '90+2' Yellow_Away - Igbekeme J.']",20,02.01.2021,20:30,1.0,1.0,0.0,0.0,Draw,2.55,2.9,3.1,2.9,False,False,False,False,False,False,False,False,0.0,0.0,0.0,55%,45%,12.0,14.0,5.0,5.0,72.0,77.0,60.0,60.0,2.0,7.0,5.0,2.0,,,6.0,5.0,1.0,2.0,,,4.0,4.0,16.0,13.0,3.0,3.0,https://www.flashscore.com/match/xYPSLwLh/#/match-summary/match-summary
liga-portugal,Braga,FC Porto,"['05' Yellow_Away - Corona J.(Podcięcie)', '18' Yellow_Away - Uribe M.(Podcięcie)', '19' Yellow_Home - Galeno(Podcięcie)', '23' Yellow_Away - Conceicao S.(Poza boiskiem)', '33' Yellow_Home - Tormena(Przytrzymywanie)', '36' Goal_Away - Sergio Oliveira(Penalty )', '54' Goal_Away - Taremi M.(Corona J.)', '59' Yellow_Home - Carmo D.(Podcięcie)', '60' Red_Card_Away - Żółta kartka / Corona J.(Podcięcie)', '87' Goal_Home - Fransergio(Piazon L.)', '90+4' Goal_Home - Gaitan N.(Piazon L.)', '90+5' Red_Card_Away - Żółta kartka / Conceicao S.(Poza boiskiem)']",18,07.02.2021,21:45,2.0,2.0,0.0,1.0,Draw,3.65,3.45,2.11,3.45,True,True,False,False,False,False,True,False,3.0,4.0,-1.0,60%,40%,15.0,10.0,5.0,3.0,95.0,89.0,63.0,41.0,6.0,2.0,4.0,5.0,,,6.0,5.0,3.0,2.0,,,1.0,3.0,18.0,18.0,3.0,3.0,https://www.flashscore.com/match/fiZW0Bc2/#/match-summary/match-summary
fortuna-1-liga,Resovia Rzeszów,Miedź Legnica,"['17' Yellow_Away - Purzycki A.', '34' Yellow_Away - Biernat M.', '41' Yellow_Away - Plesnierowicz W.', '51' Red_Card_Away - Żółta kartka / Purzycki A.', '60' Yellow_Home - Wasiluk B.', '80' Yellow_Home - Slaby K.']",20,13.03.2021,15:00,0.0,0.0,0.0,0.0,Draw,3.2,3.35,2.33,3.35,False,False,False,False,False,False,False,False,0.0,0.0,0.0,63%,37%,16.0,5.0,3.0,1.0,86.0,59.0,55.0,43.0,10.0,3.0,3.0,1.0,20.0,19.0,6.0,4.0,1.0,3.0,,,1.0,3.0,18.0,17.0,2.0,4.0,https://www.flashscore.com/match/Ma8rDKYR/#/match-summary/match-summary
eredivisie,Zwolle,Vitesse,"['06' Goal_Away - Matavz T.', '06' Goal_Home - Hamer G.(Huiberts D.)', '18' Yellow_Away - Bero M.(Podcięcie)', '33' Goal_Away - Tannane O.', '74' Goal_Home - Paal K.(Clement P.)', '81' Yellow_Away - Tannane O.(Faul)', '90' Goal_Home - Ghoochannejhad R.(Penalty )', '90+2' Goal_Away - Tannane O.', '90+4' Goal_Home - Clement P.(Paal K.)']",25,29.02.2020,19:45,4.0,3.0,1.0,2.0,Home,3.0,3.7,2.25,3.0,True,True,True,True,False,False,True,True,2.0,3.0,-1.0,56%,44%,15.0,15.0,7.0,7.0,95.0,78.0,38.0,45.0,4.0,6.0,4.0,2.0,15.0,21.0,7.0,6.0,3.0,1.0,,,4.0,3.0,17.0,13.0,0.0,2.0,https://www.flashscore.com/match/WboXoyuj/#/match-summary/match-summary
fortuna-1-liga,Puszcza Niepołomice,Sandecja Nowy Sącz,"['05' Goal_Home - Penalty Kobusinski S.(Penalty )', '11' Goal_Away - Penalty Walski M.(Penalty )', '28' Yellow_Away - Walski M.', '32' Yellow_Away - Chmiel D.', '45' Yellow_Away - Maissa Fall E.', '55' Yellow_Home - Dytyatev O.', '61' Goal_Away - Chmiel D.', '84' Yellow_Away - Piter-Bucko M.']",7,15.09.2021,18:00,1.0,2.0,1.0,1.0,Away,2.95,3.2,2.6,2.6,True,False,True,True,False,False,False,False,0.0,0.0,0.0,53%,47%,11.0,11.0,3.0,3.0,50.0,49.0,45.0,36.0,4.0,4.0,4.0,4.0,17.0,9.0,7.0,4.0,4.0,2.0,,,1.0,2.0,5.0,15.0,1.0,4.0,https://www.flashscore.com/match/beSAonT5/#/match-summary/match-summary
