League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
serie-b,Perugia,Pordenone,"['32' Yellow_Away - Gavazzi D.', '45' Yellow_Home - Lisi F.', '69' Yellow_Away - Lovisa A.', '73' Yellow_Away - Zammarini R.', '90' Goal_Away - Cambiaghi N.']",20,22.01.2022,16:15,0.0,1.0,0.0,0.0,Away,1.58,3.8,6.2,6.2,False,False,False,False,False,False,False,True,0.0,0.0,0.0,60%,40%,15.0,14.0,5.0,3.0,109.0,109.0,62.0,51.0,9.0,9.0,1.0,2.0,,,4.0,7.0,3.0,0.0,,,2.0,5.0,20.0,15.0,1.0,3.0,https://www.flashscore.com/match/GlMxrKsS/#/match-summary/match-summary
league-two,Crawley,Walsall,"['40' Yellow_Away - Clarke J.', '55' Goal_Away - Penalty Osadebe E.(Penalty )', '55' Yellow_Home - Tunnicliffe J.', '63' Yellow_Home - McNerney J.', '90+1' Yellow_Home - Tsaroulla N.', '90+6' Yellow_Away - Roberts L.', '90+7' Goal_Home - Penalty Nichols T.(Penalty )']",26,16.03.2021,20:00,1.0,1.0,0.0,0.0,Draw,2.15,3.25,3.2,3.25,False,False,False,False,False,False,True,False,0.0,0.0,0.0,50%,50%,12.0,9.0,5.0,2.0,104.0,109.0,43.0,55.0,3.0,3.0,4.0,4.0,,,3.0,4.0,1.0,3.0,,,1.0,4.0,19.0,17.0,3.0,2.0,https://www.flashscore.com/match/IPQjMiT2/#/match-summary/match-summary
ligue-2,Dunkerque,Nimes,"['37' Yellow_Away - Cubas A.', '47' Yellow_Home - Ouadah M.', '55' Yellow_Away - Burner P.', '70' Goal_Away - Benrahou Y.(Eliasson N.)', '90+4' Goal_Away - Eliasson N.']",5,21.08.2021,19:00,0.0,2.0,0.0,0.0,Away,3.0,3.1,2.5,2.5,False,False,False,False,False,False,False,True,0.0,0.0,0.0,44%,56%,8.0,9.0,2.0,7.0,83.0,76.0,48.0,45.0,6.0,2.0,0.0,0.0,,,5.0,4.0,2.0,6.0,,,5.0,2.0,19.0,18.0,1.0,2.0,https://www.flashscore.com/match/0M33ySNA/#/match-summary/match-summary
premier-league,Tottenham,Burnley,"['02' Goal_Home - Bale G.(Son Heung-Min)', '15' Goal_Home - Kane H.(Bale G.)', '31' Goal_Home - Lucas', '55' Goal_Home - Bale G.(Son Heung-Min)']",26,28.02.2021,15:00,4.0,0.0,3.0,0.0,Home,1.55,4.2,7.0,1.55,True,True,True,False,False,False,False,False,1.0,4.0,-3.0,58%,42%,16.0,10.0,7.0,3.0,92.0,149.0,28.0,58.0,7.0,4.0,2.0,3.0,10.0,6.0,3.0,4.0,0.0,0.0,,,3.0,3.0,6.0,10.0,,,https://www.flashscore.com/match/dYYnnBC3/#/match-summary/match-summary
jupiler-league,Genk,Cercle Brugge,"['09' Goal_Home - Onuachu P.(Bongonda T.)', '20' Yellow_Away - Marcelin J.', '24' Goal_Home - Ito J.(Heynen B.)', '27' Yellow_Away - van der Bruggen H.', '37' Yellow_Home - Heynen B.', '39' Red_Card_Away - Żółta kartka / van der Bruggen H.', '87' Yellow_Away - Pavlovic S.']",29,07.03.2021,20:45,2.0,0.0,2.0,0.0,Home,1.9,3.7,4.15,1.9,False,False,True,False,False,False,False,False,0.0,3.0,-3.0,65%,35%,15.0,7.0,8.0,1.0,99.0,80.0,58.0,50.0,5.0,4.0,2.0,2.0,,,8.0,2.0,2.0,0.0,,,1.0,6.0,9.0,17.0,1.0,4.0,https://www.flashscore.com/match/Iuu7YQeq/#/match-summary/match-summary
2-bundesliga,Bochum,Aue,"['26' Yellow_Home - Gamboa C.', '29' Red_Card_Away - Rizzuto C.', '33' Yellow_Away - Zolinski B.', '70' Yellow_Away - Riese P.', '74' Goal_Home - Zulj R.(Pantovic M.)', '76' Yellow_Home - Eisfeld T.', '82' Goal_Home - Ganvoula S.(Blum D.)']",5,25.10.2020,13:30,2.0,0.0,0.0,0.0,Home,2.0,3.6,3.8,2.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,70%,30%,18.0,5.0,7.0,2.0,153.0,55.0,40.0,14.0,11.0,3.0,,,10.0,16.0,12.0,0.0,4.0,1.0,17.0,11.0,2.0,5.0,13.0,9.0,2.0,2.0,https://www.flashscore.com/match/zapUlq14/#/match-summary/match-summary
premier-league,Leicester,Aston Villa,"['31' Yellow_Home - Perez A.(Podcięcie)', '32' Yellow_Away - McGinn J.(Podcięcie)', '40' Yellow_Away - Cash M.(Przytrzymywanie)', '41' Yellow_Home - Tielemans Y.(Podcięcie)', '70' Yellow_Away - Luiz D.(Nadmierna ostrość)', '73' Yellow_Home - Castagne T.(Podcięcie)', '74' Yellow_Home - Evans J.(Podcięcie)', '90+1' Goal_Away - Barkley R.(McGinn J.)']",5,18.10.2020,20:15,0.0,1.0,0.0,0.0,Away,2.4,3.7,2.95,2.95,False,False,False,False,False,False,False,True,5.0,3.0,2.0,50%,50%,11.0,10.0,5.0,4.0,98.0,117.0,49.0,51.0,2.0,5.0,4.0,1.0,21.0,20.0,2.0,7.0,2.0,3.0,,,3.0,5.0,18.0,18.0,4.0,3.0,https://www.flashscore.com/match/lGyFCLT6/#/match-summary/match-summary
serie-b,Pordenone,Lecce,"['06' Yellow_Home - Scavone M.', '14' Goal_Away - Coda M.', '17' Yellow_Home - Falasco N.', '20' Goal_Home - Musiolik S.', '34' Yellow_Away - Hjulmand M.', '54' Yellow_Away - Nikolov B.', '58' Yellow_Home - Misuraca G.', '62' Yellow_Home - Barison A.', '85' Yellow_Away - Henderson L.', '85' Yellow_Home - Vogliacco A.', '90+2' Yellow_Away - Bjorkengren J.']",20,30.01.2021,14:00,1.0,1.0,1.0,1.0,Draw,2.81,3.15,2.6,3.15,False,False,False,True,False,False,False,False,0.0,0.0,0.0,42%,58%,16.0,13.0,4.0,1.0,104.0,120.0,55.0,39.0,8.0,5.0,4.0,7.0,,,6.0,4.0,3.0,2.0,,,0.0,3.0,21.0,17.0,5.0,4.0,https://www.flashscore.com/match/pAs3IqDU/#/match-summary/match-summary
fortuna-1-liga,Chojniczanka,Warta Poznań,"['26' Goal_Home - Kuzimski M.', '36' Goal_Away - Kiełb J.', '40' Yellow_Home - Bartosiak M.', '54' Yellow_Away - Janicki R.', '68' Yellow_Away - Splawski L.', '78' Yellow_Away - Jakóbowski M.', '86' Yellow_Away - Kupczak M.', '88' Own_Away - Janukiewicz R.()']",33,18.07.2020,17:40,1.0,2.0,1.0,1.0,Away,3.9,3.9,1.85,1.85,True,False,False,False,False,False,False,False,0.0,0.0,0.0,46%,54%,17.0,20.0,5.0,10.0,67.0,101.0,55.0,70.0,8.0,6.0,4.0,4.0,21.0,10.0,10.0,6.0,0.0,1.0,,,8.0,4.0,10.0,20.0,1.0,4.0,https://www.flashscore.com/match/zgDc8eHD/#/match-summary/match-summary
serie-b,Reggina,Alessandria,"['05' Yellow_Away - Ba A.', '30' Yellow_Home - Loiacono G.', '31' Goal_Away - Penalty Corazza S.(Penalty )', '35' Yellow_Away - Chiarello R.', '37' Yellow_Home - Regini V.', '43' Goal_Away - Lunetta G.(Milanese T.)', '48' Yellow_Away - Lunetta G.', '53' Goal_Away - Corazza S.(Ba A.)', '78' Yellow_Home - Di Chiara G.', '84' Goal_Away - Lunetta G.(Arrighini A.)', '85' Yellow_Away - Palombi S.']",17,12.12.2021,20:30,0.0,4.0,0.0,2.0,Away,2.16,3.15,3.55,3.55,True,True,False,False,False,False,False,False,0.0,0.0,0.0,57%,43%,10.0,12.0,1.0,7.0,116.0,105.0,53.0,40.0,3.0,2.0,6.0,3.0,,,3.0,4.0,1.0,3.0,,,3.0,1.0,20.0,21.0,3.0,4.0,https://www.flashscore.com/match/ENApHjwC/#/match-summary/match-summary
laliga2,Fuenlabrada,Las Palmas,"['02' Goal_Home - Garces B.(Feuillassier F.)', '09' Yellow_Away - Rivera C.', '32' Yellow_Home - Ciss P.', '35' Goal_Away - Pejino(Ruiz S.)', '45' Penalty_Missed_Home - Mula A.()', '66' Red_Card_Home - Żółta kartka / Ciss P.', '71' Goal_Away - Pejino(Rivera C.)', '79' Yellow_Away - Curbelo E.', '86' Yellow_Home - Fuentes A.']",29,13.03.2021,16:00,1.0,2.0,1.0,1.0,Away,2.02,3.1,4.05,4.05,True,False,True,False,False,False,False,False,0.0,0.0,0.0,38%,62%,15.0,11.0,4.0,4.0,92.0,104.0,78.0,64.0,9.0,7.0,2.0,0.0,,,6.0,1.0,2.0,3.0,,,2.0,3.0,18.0,19.0,3.0,2.0,https://www.flashscore.com/match/xOUVvYqL/#/match-summary/match-summary
championship,Nottingham,Preston,"['26' Yellow_Away - Hughes A.(Nadmierna ostrość)', '32' Goal_Home - Grabban L.(Penalty )', '41' Goal_Home - Colback J.', '43' Yellow_Away - McCann A.(Podcięcie)', '50' Yellow_Home - Grabban L.', '52' Yellow_Away - Storey J.(Podcięcie)', '70' Goal_Home - Grabban L.', '90+2' Yellow_Home - Taylor L.(Nadmierna ostrość)']",17,06.11.2021,16:00,3.0,0.0,2.0,0.0,Home,2.35,3.15,3.35,2.35,True,False,False,False,False,False,False,False,3.0,6.0,-3.0,39%,61%,11.0,4.0,4.0,2.0,80.0,125.0,40.0,53.0,3.0,1.0,4.0,1.0,14.0,7.0,5.0,1.0,1.0,0.0,20.0,28.0,2.0,1.0,6.0,15.0,2.0,3.0,https://www.flashscore.com/match/AF3IRq8E/#/match-summary/match-summary
serie-b,Pordenone,Cosenza,"['05' Yellow_Home - Pinato M.', '14' Yellow_Away - Tiritiello A.', '17' Yellow_Away - Rigione M.', '21' Yellow_Away - Venturi M.', '30' Goal_Home - Penalty Butic K.(Penalty )', '41' Yellow_Home - Butic K.', '43' Yellow_Home - Cambiaghi N.', '56' Yellow_Home - Barison A.', '66' Yellow_Away - Carraro M.', '68' Red_Card_Home - Żółta kartka / Barison A.', '78' Goal_Away - Situm M.(Corsi A.)', '81' Yellow_Home - Falasco N.', '90+1' Yellow_Away - Florenzi A.']",17,11.12.2021,14:00,1.0,1.0,1.0,0.0,Draw,2.0,3.2,4.1,3.2,False,False,False,False,False,False,False,False,0.0,0.0,0.0,39%,61%,13.0,11.0,4.0,3.0,79.0,95.0,46.0,38.0,6.0,6.0,3.0,2.0,,,2.0,6.0,2.0,1.0,,,2.0,3.0,22.0,18.0,6.0,5.0,https://www.flashscore.com/match/bufcXE4d/#/match-summary/match-summary
laliga,Getafe,Cadiz,"['11' Yellow_Home - Mata J.(Nadmierna ostrość)', '62' Yellow_Home - Arambarri M.(Faul)', '64' Own_Away - Timor D.()', '69' Yellow_Away - Jose Mari(Faul)', '73' Yellow_Away - Jonsson J.(Faul)', '84' Yellow_Home - Josete(Podcięcie)']",30,10.04.2021,14:00,0.0,1.0,0.0,0.0,Away,1.92,3.22,5.0,5.0,False,False,False,False,False,False,False,False,5.0,2.0,3.0,58%,42%,19.0,8.0,4.0,3.0,152.0,97.0,60.0,31.0,9.0,4.0,6.0,1.0,23.0,13.0,10.0,4.0,2.0,2.0,28.0,28.0,2.0,4.0,10.0,13.0,3.0,2.0,https://www.flashscore.com/match/ld9CFIwT/#/match-summary/match-summary
eredivisie,Venlo,Feyenoord,"['24' Goal_Away - Larsson S.(Toornstra J.)', '54' Yellow_Away - Malacia T.', '72' Goal_Away - Jorgensen N.(Vilhena T.)', '86' Yellow_Away - Toornstra J.', '90+2' Goal_Away - Malacia T.(Ayoub Y.)']",29,07.04.2019,14:30,0.0,3.0,0.0,1.0,Away,6.4,5.2,1.42,1.42,True,False,False,False,False,False,False,True,1.0,3.0,-2.0,41%,59%,15.0,15.0,3.0,9.0,105.0,114.0,38.0,45.0,7.0,2.0,5.0,4.0,10.0,7.0,6.0,3.0,1.0,0.0,,,6.0,3.0,6.0,10.0,0.0,2.0,https://www.flashscore.com/match/46Ic2YlJ/#/match-summary/match-summary
laliga,Celta Vigo,Alaves,"['14' Goal_Home - Murillo J.(Suarez D.)', '15' Yellow_Away - Perez L.(Niesportowe zachowanie)', '16' Yellow_Home - Yokuslu O.(Podcięcie)', '20' Goal_Home - Aspas I.(Penalty )', '27' Red_Card_Away - Aguirregabiria M.(Nadmierna ostrość)', '40' Goal_Home - Rafinha(Suarez D.)', '41' Goal_Home - Rafinha', '78' Goal_Home - Nolito(Penalty )', '86' Goal_Home - Mina S.(Nolito)']",30,21.06.2020,14:00,6.0,0.0,4.0,0.0,Home,1.97,3.2,4.75,1.97,True,True,True,False,False,False,False,False,3.0,3.0,0.0,73%,27%,15.0,4.0,10.0,2.0,125.0,62.0,51.0,32.0,2.0,2.0,3.0,0.0,8.0,15.0,8.0,4.0,1.0,1.0,,,2.0,4.0,14.0,10.0,1.0,1.0,https://www.flashscore.com/match/xppdJPiO/#/match-summary/match-summary
ligue-2,AC Ajaccio,Guingamp,"['22' Goal_Away - Fofana G.(M', '51' Yellow_Away - M', '53' Yellow_Away - Sampaio P.', '58' Yellow_Away - Ba E.', '61' Yellow_Home - Diallo I.', '73' Yellow_Home - Bayala C.', '78' Goal_Away - Pierrot F.(Rodelin R.)', '87' Yellow_Home - Nouri R.']",29,13.03.2021,20:00,0.0,2.0,0.0,1.0,Away,2.15,3.05,3.7,3.7,False,False,False,False,False,False,False,False,0.0,0.0,0.0,65%,35%,10.0,9.0,6.0,5.0,88.0,61.0,71.0,34.0,2.0,1.0,2.0,3.0,,,8.0,7.0,1.0,0.0,,,3.0,6.0,17.0,16.0,3.0,3.0,https://www.flashscore.com/match/hKjjpbZc/#/match-summary/match-summary
eredivisie,Zwolle,Heracles,"['63' Var_Away', '72' Penalty_Missed_Away - Vloet R.()', '90+2' Goal_Home - van Polen B.(Penalty )', '90+9' Yellow_Away - Vloet R.(Faul)']",10,23.10.2021,20:00,1.0,0.0,0.0,0.0,Home,3.1,3.3,2.35,3.1,False,False,False,False,False,False,True,False,2.0,3.0,-1.0,51%,49%,10.0,10.0,2.0,3.0,129.0,87.0,49.0,34.0,4.0,4.0,4.0,3.0,16.0,11.0,3.0,3.0,0.0,3.0,36.0,22.0,3.0,1.0,12.0,15.0,0.0,1.0,https://www.flashscore.com/match/zwT5GUMt/#/match-summary/match-summary
ligue-2,Auxerre,Guingamp,"['18' Goal_Away - Gomis Y.', '25' Yellow_Home - Bernard Q.', '37' Goal_Home - Bernard Q.', '66' Yellow_Home - Jubal']",25,13.02.2021,15:00,1.0,1.0,1.0,1.0,Draw,1.9,3.45,4.05,3.45,False,False,False,False,False,False,False,False,0.0,0.0,0.0,57%,43%,14.0,10.0,7.0,3.0,108.0,95.0,77.0,73.0,4.0,4.0,3.0,3.0,,,4.0,3.0,5.0,2.0,,,2.0,6.0,13.0,19.0,2.0,0.0,https://www.flashscore.com/match/ULmnS4dF/#/match-summary/match-summary
premier-league,Brighton,Manchester Utd,"['15' Goal_Home - Caicedo M.', '45' Yellow_Away - Ronaldo C.(Faul)', '47' Yellow_Away - Dalot D.(Faul)', '49' Goal_Home - Cucurella M.(Trossard L.)', '57' Goal_Home - Gross P.(Trossard L.)', '60' Goal_Home - Trossard L.']",36,07.05.2022,18:30,4.0,0.0,1.0,0.0,Home,3.0,3.55,2.41,3.0,True,True,True,False,True,False,False,False,4.0,7.0,-3.0,42%,58%,17.0,15.0,6.0,5.0,90.0,82.0,58.0,42.0,7.0,7.0,4.0,3.0,10.0,12.0,7.0,6.0,3.0,3.0,17.0,13.0,5.0,2.0,13.0,9.0,0.0,2.0,https://www.flashscore.com/match/OEiic62a/#/match-summary/match-summary
ligue-1,Nimes,Angers,"['01' Goal_Away - Pereira Lage M.(Thioub S.)', '14' Yellow_Away - Pereira Lage M.(Opóźnianie gry)', '17' Yellow_Away - Mangani T.(Faul)', '23' Goal_Away - Bahoken S.(Traore I.)', '39' Yellow_Home - Benrahou Y.(Podcięcie)', '54' Yellow_Away - Amadou I.(Faul)', '55' Yellow_Home - Deaux L.(Przytrzymywanie)', '56' Goal_Away - Bahoken S.(Traore I.)', '78' Yellow_Away - Coulibaly L.(Faul)', '82' Goal_Away - Diony L.(Penalty )', '90+1' Goal_Home - Kone M.(Ferhat Z.)', '90+3' Goal_Away - Cabot J.(Fulgini A.)', '90+4' Yellow_Away - Manceau V.(Faul)']",10,08.11.2020,15:00,1.0,5.0,0.0,2.0,Away,2.95,3.28,2.58,2.58,True,True,False,True,False,False,True,True,4.0,4.0,0.0,61%,39%,11.0,15.0,4.0,8.0,108.0,94.0,80.0,57.0,4.0,2.0,3.0,5.0,18.0,14.0,6.0,2.0,1.0,0.0,,,3.0,3.0,12.0,15.0,2.0,5.0,https://www.flashscore.com/match/fuX8VQMS/#/match-summary/match-summary
2-bundesliga,Ingolstadt,Karlsruher,"['27' Own_Home - Kobald C.()', '42' Goal_Away - Kother D.', '81' Yellow_Away - Heise P.']",14,21.11.2021,13:30,1.0,1.0,1.0,1.0,Draw,2.8,3.25,2.6,3.25,False,False,False,False,False,False,False,False,0.0,0.0,0.0,41%,59%,18.0,18.0,2.0,3.0,79.0,139.0,49.0,83.0,16.0,15.0,,,11.0,12.0,7.0,5.0,1.0,0.0,26.0,25.0,2.0,1.0,12.0,10.0,0.0,1.0,https://www.flashscore.com/match/GjTWIftI/#/match-summary/match-summary
fortuna-1-liga,GKS Jastrzębie,Bruk-Bet T.,['88' Yellow_Home - Komor A.'],26,24.04.2021,16:00,0.0,0.0,0.0,0.0,Draw,4.25,3.52,1.92,3.52,False,False,False,False,False,False,False,False,0.0,0.0,0.0,37%,63%,8.0,18.0,0.0,3.0,80.0,113.0,44.0,59.0,3.0,7.0,5.0,8.0,11.0,26.0,3.0,6.0,0.0,0.0,,,3.0,0.0,26.0,11.0,1.0,0.0,https://www.flashscore.com/match/dKw6it7p/#/match-summary/match-summary
laliga,Alaves,Celta Vigo,"['11' Goal_Away - Mina S.(Vazquez K.)', '21' Goal_Home - Joselu(Rioja L.)', '32' Yellow_Home - Duarte R.(Nadmierna ostrość)', '38' Yellow_Home - Lejeune F.(Nadmierna ostrość)', '50' Yellow_Away - Mendez B.(Nadmierna ostrość)', '57' Yellow_Home - Aguirregabiria M.(Podcięcie)', '70' Goal_Away - Aspas I.', '70' Penalty_Missed_Away - Aspas I.()', '85' Yellow_Away - Tapia R.(Podcięcie)']",15,27.11.2021,14:00,1.0,2.0,1.0,1.0,Away,3.2,3.15,2.46,2.46,True,False,False,True,False,False,False,False,1.0,0.0,1.0,42%,58%,13.0,8.0,5.0,5.0,93.0,112.0,36.0,42.0,5.0,2.0,3.0,1.0,17.0,11.0,5.0,3.0,0.0,2.0,22.0,24.0,3.0,4.0,12.0,15.0,3.0,2.0,https://www.flashscore.com/match/OCfEUy3K/#/match-summary/match-summary
bundesliga,Bayern Monachium,RB Lipsk,"['12' Goal_Home - Mueller T.', '22' Yellow_Home - Hernandez L.(Nadmierna ostrość)', '27' Goal_Away - Silva An.(Laimer K.)', '36' Var_Home', '44' Goal_Home - Lewandowski R.(Coman K.)', '45+1' Yellow_Away - Laimer K.(Przytrzymywanie)', '53' Goal_Away - Nkunku C.(Laimer K.)', '58' Own_Home - Gvardiol J.()', '62' Yellow_Away - Nkunku C.(Podcięcie)', '74' Yellow_Away - Henrichs B.(Podcięcie)']",21,05.02.2022,18:30,3.0,2.0,2.0,1.0,Home,1.42,5.5,7.2,1.42,True,True,True,False,False,False,False,False,5.0,2.0,3.0,57%,43%,25.0,13.0,8.0,7.0,154.0,82.0,43.0,30.0,17.0,6.0,,,13.0,18.0,2.0,0.0,5.0,3.0,21.0,18.0,5.0,5.0,11.0,12.0,1.0,3.0,https://www.flashscore.com/match/KbEJ2Ydj/#/match-summary/match-summary
jupiler-league,Kortrijk,Seraing,"['28' Yellow_Home - Derijck T.', '31' Goal_Home - Chevalier T.(Rougeaux L.)', '44' Yellow_Home - Vandendriessche K.', '51' Yellow_Home - Rougeaux L.', '54' Yellow_Away - Marius', '86' Yellow_Away - Nadrani Y.', '88' Goal_Home - Penalty Selemani F.(Penalty )', '90+4' Yellow_Home - Palaversa A.']",1,24.07.2021,18:30,2.0,0.0,1.0,0.0,Home,1.85,3.65,4.45,1.85,False,False,False,False,False,False,False,False,2.0,1.0,1.0,52%,48%,9.0,9.0,4.0,4.0,103.0,112.0,65.0,59.0,4.0,3.0,1.0,2.0,,,2.0,1.0,2.0,1.0,,,4.0,2.0,16.0,15.0,4.0,2.0,https://www.flashscore.com/match/ppjmSorb/#/match-summary/match-summary
laliga2,Tenerife,Girona,"['13' Yellow_Home - Corredera A.(Podcięcie)', '31' Yellow_Home - Enric(Zagranie ręką)', '32' Yellow_Away - Juanpe(Podcięcie)', '41' Yellow_Home - Gonzalez S.(Zagranie ręką)', '42' Goal_Away - Stuani C.(Penalty )', '59' Goal_Home - Ruiz C.(Corredera A.)', '68' Own_Away - Leon J.()', '68' Yellow_Away - Baena A.(Podcięcie)', '80' Goal_Away - Martinez A.(Garcia A.)', '81' Yellow_Away - Moreno P.(Poza boiskiem)', '81' Yellow_Away - Saiz S.(Niesportowe zachowanie)', '90' Yellow_Away - Garcia A.(Opóźnianie gry)', '90+8' Yellow_Away - Sanchez V.(Nadmierna ostrość)']",Play-off,19.06.2022,21:00,1.0,3.0,0.0,1.0,Away,2.55,2.8,3.25,3.25,True,True,False,False,False,False,False,False,0.0,0.0,0.0,56%,44%,13.0,13.0,4.0,6.0,103.0,82.0,44.0,32.0,4.0,1.0,5.0,6.0,16.0,23.0,6.0,4.0,0.0,0.0,9.0,19.0,3.0,3.0,24.0,15.0,3.0,6.0,https://www.flashscore.com/match/0fsLUbJC/#/match-summary/match-summary
premier-league,Burnley,Leicester,"['04' Red_Card_Away - Maguire H.(Podcięcie)', '33' Goal_Away - Maddison J.', '34' Yellow_Away - Maddison J.(Niesportowe zachowanie)', '36' Yellow_Home - Bardsley P.(Podcięcie)', '38' Goal_Home - McNeil D.(Taylor C.)', '90' Goal_Away - Morgan W.(Tielemans Y.)']",31,16.03.2019,16:00,1.0,2.0,1.0,1.0,Away,3.15,3.33,2.45,2.45,True,False,False,False,False,False,False,True,3.0,2.0,1.0,62%,38%,13.0,9.0,2.0,4.0,127.0,68.0,78.0,31.0,7.0,0.0,4.0,5.0,11.0,13.0,9.0,3.0,4.0,1.0,,,2.0,1.0,9.0,10.0,1.0,1.0,https://www.flashscore.com/match/86yOCLPT/#/match-summary/match-summary
serie-b,Pescara,Entella,"['29' Goal_Away - Schenetti A.(Cleur G.)', '43' Yellow_Away - Pavic M.', '69' Yellow_Away - Morosini L.', '71' Yellow_Away - Andreis S.', '82' Yellow_Home - Valdifiori M.', '90' Yellow_Away - Pellizzer M.', '90+1' Goal_Home - Rigoni N.', '90+5' Yellow_Away - Brunori M.']",34,27.04.2021,14:00,1.0,1.0,0.0,1.0,Draw,1.96,3.25,4.05,3.25,False,False,False,False,False,False,True,False,0.0,0.0,0.0,62%,38%,20.0,9.0,8.0,2.0,139.0,83.0,49.0,32.0,4.0,5.0,8.0,2.0,,,7.0,3.0,3.0,2.0,,,1.0,7.0,12.0,20.0,1.0,5.0,https://www.flashscore.com/match/OEqZcn6R/#/match-summary/match-summary
championship,Blackpool,Millwall,"['40' Yellow_Home - Garbutt L.', '55' Goal_Home - Lavery S.(Hamilton C.)']",28,22.01.2022,16:00,1.0,0.0,0.0,0.0,Home,2.46,3.1,3.2,2.46,False,False,False,False,False,False,False,False,5.0,2.0,3.0,49%,51%,14.0,9.0,5.0,3.0,124.0,98.0,47.0,43.0,3.0,2.0,6.0,4.0,11.0,8.0,6.0,2.0,0.0,2.0,21.0,29.0,3.0,4.0,8.0,10.0,1.0,0.0,https://www.flashscore.com/match/dQn4xGvN/#/match-summary/match-summary
laliga,Leganes,Real Sociedad,"['18' Yellow_Home - Recio(Podcięcie)', '20' Goal_Away - Isak A.(Sangalli L.)', '39' Yellow_Away - Zubeldia I.(Podcięcie)', '49' Goal_Home - Omeruo K.(Braithwaite M.)', '69' Yellow_Home - Awaziem C.(Uderzenie łokciem)', '78' Yellow_Home - Carrillo G.(Uderzenie łokciem)', '80' Yellow_Home - Silva J.(Podcięcie)', '89' Yellow_Away - Willian Jose(Nadmierna ostrość)', '90+3' Yellow_Away - Guevara A.(Nadmierna ostrość)', '90+4' Goal_Home - Rodriguez O.']",22,02.02.2020,12:00,2.0,1.0,0.0,1.0,Home,2.55,3.05,3.2,2.55,True,False,False,False,True,False,True,False,2.0,3.0,-1.0,44%,56%,12.0,2.0,5.0,1.0,98.0,79.0,40.0,17.0,4.0,1.0,3.0,0.0,22.0,25.0,3.0,1.0,2.0,3.0,,,0.0,3.0,24.0,19.0,4.0,3.0,https://www.flashscore.com/match/dU2EO5BD/#/match-summary/match-summary
laliga2,Lugo,Amorebieta,"['27' Yellow_Away - Nolaskoain P.', '39' Goal_Home - Pita C.(Campabadal E.)', '57' Yellow_Home - Sene J.', '60' Yellow_Away - Gil O.', '82' Yellow_Home - Whalley O.', '90' Yellow_Away - Luengo O.', '90' Yellow_Home - Albes R.(Poza boiskiem)', '90' Yellow_Home - Ramos De la Flor C.', '90+5' Yellow_Home - Alende D.', '90+7' Goal_Away - Ros J.(Etxaburu A.)']",27,13.02.2022,18:15,1.0,1.0,1.0,0.0,Draw,2.33,2.95,3.5,2.95,False,False,False,False,False,False,False,True,0.0,0.0,0.0,46%,54%,7.0,21.0,5.0,4.0,75.0,118.0,26.0,69.0,0.0,10.0,2.0,7.0,,,8.0,6.0,2.0,0.0,,,3.0,4.0,19.0,11.0,4.0,3.0,https://www.flashscore.com/match/GxlFC5nJ/#/match-summary/match-summary
liga-portugal,Tondela,Setubal,"['14' Goal_Away - Carlinhos(Guedes H.)', '31' Goal_Away - Zequinha', '45+1' Yellow_Away - Makaridze G.', '49' Goal_Away - Guedes H.', '79' Yellow_Away - Carlinhos', '79' Yellow_Home - Xavier A.']",18,26.01.2020,16:00,0.0,3.0,0.0,2.0,Away,2.0,3.15,4.55,4.55,True,False,False,True,False,True,False,False,0.0,1.0,-1.0,58%,42%,12.0,5.0,6.0,4.0,134.0,55.0,57.0,21.0,6.0,1.0,,,20.0,17.0,11.0,2.0,0.0,4.0,44.0,17.0,1.0,6.0,17.0,16.0,1.0,2.0,https://www.flashscore.com/match/21xq5IsC/#/match-summary/match-summary
